"school_code","year","category","cohort","count"
"0356111","201415","Students with Disabilities ","target.percent.2014-15","."
"0356111","201415","School ","target.percent.2014-15","."
"0356111","201415","District ","target.percent.2014-15","94.0"
"0356111","201516","Black or African American ","cohort.count.2014-15","* "
"0356111","201516","Hispanic or Latino ","cohort.count.2014-15","* "
"0356111","201516","English Language Learners ","cohort.count.2014-15","0 "
"0356111","201516","Eligible for Free or Reduced-Price Meals ","cohort.count.2014-15","* "
"0356111","201516","Students with Disabilities ","cohort.count.2014-15","37 "
"0356111","201516","School ","cohort.count.2014-15","329 "
"0356111","201516","District ","cohort.count.2014-15",""
"0356111","201516","Black or African American ","cohort.rate.2014-15","* "
"0356111","201516","Hispanic or Latino ","cohort.rate.2014-15","* "
"0356111","201516","English Language Learners ","cohort.rate.2014-15","0.0 "
"0356111","201516","Eligible for Free or Reduced-Price Meals ","cohort.rate.2014-15","* "
"0356111","201516","Students with Disabilities ","cohort.rate.2014-15","86.5 "
"0356111","201516","School ","cohort.rate.2014-15","97.3 "
"0356111","201516","District ","cohort.rate.2014-15","96.7 "
"0356111","201516","Black or African American ","cohort.target.2014-15",". "
"0356111","201516","Hispanic or Latino ","cohort.target.2014-15",". "
"0356111","201516","English Language Learners ","cohort.target.2014-15",". "
"0356111","201516","Eligible for Free or Reduced-Price Meals ","cohort.target.2014-15",". "
"0356111","201516","Students with Disabilities ","cohort.target.2014-15",". "
"0356111","201516","School ","cohort.target.2014-15",". "
"0356111","201516","District ","cohort.target.2014-15","94.0 "
"0356111","201516","Black or African American ","target.achieved.2014-15",""
"0356111","201516","Hispanic or Latino ","target.achieved.2014-15",""
"0356111","201516","English Language Learners ","target.achieved.2014-15",""
"0356111","201516","Eligible for Free or Reduced-Price Meals ","target.achieved.2014-15",""
"0356111","201516","Students with Disabilities ","target.achieved.2014-15",""
"0356111","201516","School ","target.achieved.2014-15",""
"0356111","201516","District ","target.achieved.2014-15","Yes "
"0356111","201516","Black or African American ","target.percent.2015-16","."
"0356111","201516","Hispanic or Latino ","target.percent.2015-16","."
"0356111","201516","English Language Learners ","target.percent.2015-16","."
"0356111","201516","Eligible for Free or Reduced-Price Meals ","target.percent.2015-16","."
"0356111","201516","Students with Disabilities ","target.percent.2015-16","."
"0356111","201516","School ","target.percent.2015-16","."
"0356111","201516","District ","target.percent.2015-16","94.0"
"0376111","201314","Black or African American ","cohort.count.2012-13","* "
"0376111","201314","Hispanic or Latino ","cohort.count.2012-13","25 "
"0376111","201314","English Language Learners ","cohort.count.2012-13","* "
"0376111","201314","Eligible for Free or Reduced-Price Meals ","cohort.count.2012-13","53 "
"0376111","201314","Students with Disabilities ","cohort.count.2012-13","* "
"0376111","201314","School ","cohort.count.2012-13","86 "
"0376111","201314","District ","cohort.count.2012-13",""
"0376111","201314","Black or African American ","cohort.rate.2012-13","* "
"0376111","201314","Hispanic or Latino ","cohort.rate.2012-13","72 "
"0376111","201314","English Language Learners ","cohort.rate.2012-13","* "
"0376111","201314","Eligible for Free or Reduced-Price Meals ","cohort.rate.2012-13","54.7 "
"0376111","201314","Students with Disabilities ","cohort.rate.2012-13","* "
"0376111","201314","School ","cohort.rate.2012-13","68.6 "
"0376111","201314","District ","cohort.rate.2012-13","64.8 "
"0376111","201314","Black or African American ","cohort.target.2012-13",". "
"0376111","201314","Hispanic or Latino ","cohort.target.2012-13",". "
"0376111","201314","English Language Learners ","cohort.target.2012-13",". "
"0376111","201314","Eligible for Free or Reduced-Price Meals ","cohort.target.2012-13",". "
"0376111","201314","Students with Disabilities ","cohort.target.2012-13",". "
"0376111","201314","School ","cohort.target.2012-13",". "
"0376111","201314","District ","cohort.target.2012-13","75.0 "
"0376111","201314","Black or African American ","target.achieved.2012-13",""
"0376111","201314","Hispanic or Latino ","target.achieved.2012-13",""
"0376111","201314","English Language Learners ","target.achieved.2012-13",""
"0376111","201314","Eligible for Free or Reduced-Price Meals ","target.achieved.2012-13",""
"0376111","201314","Students with Disabilities ","target.achieved.2012-13",""
"0376111","201314","School ","target.achieved.2012-13",""
"0376111","201314","District ","target.achieved.2012-13","No "
"0376111","201314","Black or African American ","target.percent.2013-14","."
"0376111","201314","Hispanic or Latino ","target.percent.2013-14","."
"0376111","201314","English Language Learners ","target.percent.2013-14","."
"0376111","201314","Eligible for Free or Reduced-Price Meals ","target.percent.2013-14","."
"0376111","201314","Students with Disabilities ","target.percent.2013-14","."
"0376111","201314","School ","target.percent.2013-14","."
"0376111","201314","District ","target.percent.2013-14","76.9"
"0376111","201415","Black or African American ","cohort.count.2013-14","21 "
"0376111","201415","Hispanic or Latino ","cohort.count.2013-14","22 "
"0376111","201415","English Language Learners ","cohort.count.2013-14","* "
"0376111","201415","Eligible for Free or Reduced-Price Meals ","cohort.count.2013-14","60 "
"0376111","201415","Students with Disabilities ","cohort.count.2013-14","* "
"0376111","201415","School ","cohort.count.2013-14","102 "
"0376111","201415","District ","cohort.count.2013-14",""
"0376111","201415","Black or African American ","cohort.rate.2013-14","71.4 "
"0376111","201415","Hispanic or Latino ","cohort.rate.2013-14","72.7 "
"0376111","201415","English Language Learners ","cohort.rate.2013-14","* "
"0376111","201415","Eligible for Free or Reduced-Price Meals ","cohort.rate.2013-14","78.3 "
"0376111","201415","Students with Disabilities ","cohort.rate.2013-14","* "
"0376111","201415","School ","cohort.rate.2013-14","81.4 "
"0376111","201415","District ","cohort.rate.2013-14","81.4 "
"0376111","201415","Black or African American ","cohort.target.2013-14",". "
"0376111","201415","Hispanic or Latino ","cohort.target.2013-14",". "
"0376111","201415","English Language Learners ","cohort.target.2013-14",". "
"0376111","201415","Eligible for Free or Reduced-Price Meals ","cohort.target.2013-14",". "
"0376111","201415","Students with Disabilities ","cohort.target.2013-14",". "
"0376111","201415","School ","cohort.target.2013-14",". "
"0376111","201415","District ","cohort.target.2013-14","76.9 "
"0376111","201415","Black or African American ","target.achieved.2013-14",""
"0376111","201415","Hispanic or Latino ","target.achieved.2013-14",""
"0376111","201415","English Language Learners ","target.achieved.2013-14",""
"0376111","201415","Eligible for Free or Reduced-Price Meals ","target.achieved.2013-14",""
"0376111","201415","Students with Disabilities ","target.achieved.2013-14",""
"0376111","201415","School ","target.achieved.2013-14",""
"0376111","201415","District ","target.achieved.2013-14","Yes "
"0376111","201415","Black or African American ","target.percent.2014-15","."
"0376111","201415","Hispanic or Latino ","target.percent.2014-15","."
"0376111","201415","English Language Learners ","target.percent.2014-15","."
"0376111","201415","Eligible for Free or Reduced-Price Meals ","target.percent.2014-15","."
"0376111","201415","Students with Disabilities ","target.percent.2014-15","."
"0376111","201415","School ","target.percent.2014-15","."
"0376111","201415","District ","target.percent.2014-15","78.8"
"0376111","201516","Black or African American ","cohort.count.2014-15","* "
"0376111","201516","Hispanic or Latino ","cohort.count.2014-15","23 "
"0376111","201516","English Language Learners ","cohort.count.2014-15","* "
"0376111","201516","Eligible for Free or Reduced-Price Meals ","cohort.count.2014-15","66 "
"0376111","201516","Students with Disabilities ","cohort.count.2014-15","* "
"0376111","201516","School ","cohort.count.2014-15","101 "
"0376111","201516","District ","cohort.count.2014-15",""
"0376111","201516","Black or African American ","cohort.rate.2014-15","* "
"0376111","201516","Hispanic or Latino ","cohort.rate.2014-15","82.6 "
"0376111","201516","English Language Learners ","cohort.rate.2014-15","* "
"0376111","201516","Eligible for Free or Reduced-Price Meals ","cohort.rate.2014-15","75.8 "
"0376111","201516","Students with Disabilities ","cohort.rate.2014-15","* "
"0376111","201516","School ","cohort.rate.2014-15","83.2 "
"0376111","201516","District ","cohort.rate.2014-15","83.3 "
"0376111","201516","Black or African American ","cohort.target.2014-15",". "
"0376111","201516","Hispanic or Latino ","cohort.target.2014-15",". "
"0376111","201516","English Language Learners ","cohort.target.2014-15",". "
"0376111","201516","Eligible for Free or Reduced-Price Meals ","cohort.target.2014-15",". "
"0376111","201516","Students with Disabilities ","cohort.target.2014-15",". "
"0376111","201516","School ","cohort.target.2014-15",". "
"0376111","201516","District ","cohort.target.2014-15","78.8 "
"0376111","201516","Black or African American ","target.achieved.2014-15",""
"0376111","201516","Hispanic or Latino ","target.achieved.2014-15",""
"0376111","201516","English Language Learners ","target.achieved.2014-15",""
"0376111","201516","Eligible for Free or Reduced-Price Meals ","target.achieved.2014-15",""
"0376111","201516","Students with Disabilities ","target.achieved.2014-15",""
"0376111","201516","School ","target.achieved.2014-15",""
"0376111","201516","District ","target.achieved.2014-15","Yes "
"0376111","201516","Black or African American ","target.percent.2015-16","."
"0376111","201516","Hispanic or Latino ","target.percent.2015-16","."
"0376111","201516","English Language Learners ","target.percent.2015-16","."
"0376111","201516","Eligible for Free or Reduced-Price Meals ","target.percent.2015-16","."
"0376111","201516","Students with Disabilities ","target.percent.2015-16","."
"0376111","201516","School ","target.percent.2015-16","."
"0376111","201516","District ","target.percent.2015-16","80.7"
"0406111","201314","Black or African American ","cohort.count.2012-13","* "
"0406111","201314","Hispanic or Latino ","cohort.count.2012-13","* "
"0406111","201314","English Language Learners ","cohort.count.2012-13","N/A "
"0406111","201314","Eligible for Free or Reduced-Price Meals ","cohort.count.2012-13","* "
"0406111","201314","Students with Disabilities ","cohort.count.2012-13","* "
"0406111","201314","School ","cohort.count.2012-13","69 "
"0406111","201314","District ","cohort.count.2012-13",""
"0406111","201314","Black or African American ","cohort.rate.2012-13","* "
"0406111","201314","Hispanic or Latino ","cohort.rate.2012-13","* "
"0406111","201314","English Language Learners ","cohort.rate.2012-13","N/A "
"0406111","201314","Eligible for Free or Reduced-Price Meals ","cohort.rate.2012-13","* "
"0406111","201314","Students with Disabilities ","cohort.rate.2012-13","* "
"0406111","201314","School ","cohort.rate.2012-13","97.1 "
"0406111","201314","District ","cohort.rate.2012-13","94.4 "
"0406111","201314","Black or African American ","cohort.target.2012-13",". "
"0406111","201314","Hispanic or Latino ","cohort.target.2012-13",". "
"0406111","201314","English Language Learners ","cohort.target.2012-13","N/A "
"0406111","201314","Eligible for Free or Reduced-Price Meals ","cohort.target.2012-13",". "
"0406111","201314","Students with Disabilities ","cohort.target.2012-13",". "
"0406111","201314","School ","cohort.target.2012-13","94.0 "
"0406111","201314","District ","cohort.target.2012-13","94.0 "
"0406111","201314","Black or African American ","target.achieved.2012-13",""
"0406111","201314","Hispanic or Latino ","target.achieved.2012-13",""
"0406111","201314","English Language Learners ","target.achieved.2012-13","N/A "
"0406111","201314","Eligible for Free or Reduced-Price Meals ","target.achieved.2012-13",""
"0406111","201314","Students with Disabilities ","target.achieved.2012-13",""
