"gap.indicators","non.high.needs.rate","high.needs.rate","size.of.gap","state.gap.mean.sd","is.gap.outlier","school_id","year"
NA,NA,NA,NA,NA,NA,"0570311","201516"
"ELA Performance Index Gap ","75","62.9 ","12.1 ","16.8","","0570411","201415"
"Math Performance Index Gap ","75","57.6 ","17.4 ","19.5","","0570411","201415"
"Science Performance Index Gap ","62.4","N/A ",". ","17.3","","0570411","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0570411","201516"
"ELA Performance Index Gap ","75.0 ","62.4","12.6","16.6","","0570411","201516"
NA,NA,NA,NA,NA,NA,"0570411","201516"
"ELA Performance Index Gap ","75","65.8","9.2","16.8","","0570511","201415"
"Math Performance Index Gap ","63.4","53.1","10.3","19.5","","0570511","201415"
"Science Performance Index Gap ","57.8","44.2","13.6","17.3","","0570511","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0570511","201516"
"ELA Performance Index Gap ","75.0 ","65.4","9.6","16.6","","0570511","201516"
NA,NA,NA,NA,NA,NA,"0570511","201516"
"ELA Performance Index Gap ","75.0 ","66.3","8.7 ","16.8","","0570611","201415"
"Math Performance Index Gap ","69.7 ","52.6","17.1 ","19.5","","0570611","201415"
"Science Performance Index Gap ",". ","49.3",". ","17.3","","0570611","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0570611","201516"
"ELA Performance Index Gap ","75.0 ","66.8","8.2","16.6","","0570611","201516"
NA,NA,NA,NA,NA,NA,"0570611","201516"
"ELA Performance Index Gap ","75","72.1 ","2.9 ","16.8","","0570711","201415"
"Math Performance Index Gap ","75","64.8 ","10.2 ","19.5","","0570711","201415"
"Science Performance Index Gap ","75","N/A ",". ","17.3","","0570711","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0570711","201516"
"ELA Performance Index Gap ","75.0 ","75.5","-0.5","16.6","","0570711","201516"
NA,NA,NA,NA,NA,NA,"0570711","201516"
"ELA Performance Index Gap ","75","78.4 ","-3.4 ","16.8","","0570811","201415"
"Math Performance Index Gap ","75","74.2 ","0.8 ","19.5","","0570811","201415"
"Science Performance Index Gap ","72.6","N/A ",". ","17.3","","0570811","201415"
"Achievement Gap Size Outlier? ","","","","","N","0570811","201516"
"ELA Performance Index Gap ","75.0 ","N/A ",". ","16.6","","0570811","201516"
NA,NA,NA,NA,NA,NA,"0570811","201516"
"ELA Performance Index Gap ","75","71.7 ","3.3 ","16.8","","0570911","201415"
"Math Performance Index Gap ","75","66.9 ","8.1 ","19.5","","0570911","201415"
"Science Performance Index Gap ","67.6","N/A ",". ","17.3","","0570911","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0570911","201516"
"ELA Performance Index Gap ","75.0 ","77.6","-2.6","16.6","","0570911","201516"
NA,NA,NA,NA,NA,NA,"0570911","201516"
"ELA Performance Index Gap ","75","73.5 ","1.5 ","16.8","","0571011","201415"
"Math Performance Index Gap ","75","70.6 ","4.4 ","19.5","","0571011","201415"
"Science Performance Index Gap ","65.9","N/A ",". ","17.3","","0571011","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0571011","201516"
"ELA Performance Index Gap ","75.0 ","77.1","-2.1","16.6","","0571011","201516"
NA,NA,NA,NA,NA,NA,"0571011","201516"
"ELA Performance Index Gap ","75","N/A ",". ","16.8","","0571111","201415"
"Math Performance Index Gap ","75","N/A ",". ","19.5","","0571111","201415"
"Science Performance Index Gap ","61","N/A ",". ","17.3","","0571111","201415"
"Achievement Gap Size Outlier? ","","","","","N","0571111","201516"
"ELA Performance Index Gap ","75.0 ","N/A ",". ","16.6","","0571111","201516"
NA,NA,NA,NA,NA,NA,"0571111","201516"
"ELA Performance Index Gap ","75","76.6 ","-1.6 ","16.8","","0571311","201415"
"Math Performance Index Gap ","75","73.6 ","1.4 ","19.5","","0571311","201415"
"Science Performance Index Gap ","70.7","N/A ",". ","17.3","","0571311","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0571311","201516"
"ELA Performance Index Gap ","75.0 ","68.8","6.2","16.6","","0571311","201516"
NA,NA,NA,NA,NA,NA,"0571311","201516"
"ELA Performance Index Gap ","75","63.2","11.8","16.8","","0575111","201415"
"Math Performance Index Gap ","74.9","54.4","20.5","19.5","","0575111","201415"
"Science Performance Index Gap ","65.7","52.2","13.5","17.3","","0575111","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","Y","0575111","201516"
"ELA Performance Index Gap ","75.0 ","59.4","15.6","16.6","","0575111","201516"
NA,NA,NA,NA,NA,NA,"0575111","201516"
"ELA Performance Index Gap ","75","66.6","8.4","16.8","","0575211","201415"
"Math Performance Index Gap ","75","60.1","14.9","19.5","","0575211","201415"
"Science Performance Index Gap ","72.4","58.7","13.6","17.3","","0575211","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0575211","201516"
"ELA Performance Index Gap ","75.0 ","66.7","8.3","16.6","","0575211","201516"
NA,NA,NA,NA,NA,NA,"0575211","201516"
"ELA Performance Index Gap ","75","60.7","14.3","16.8","","0575311","201415"
"Math Performance Index Gap ","69.6","51.8","17.8","19.5","","0575311","201415"
"Science Performance Index Gap ","63","51.5","11.6","17.3","","0575311","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","Y","0575311","201516"
"ELA Performance Index Gap ","75.0 ","62.8","12.2","16.6","","0575311","201516"
NA,NA,NA,NA,NA,NA,"0575311","201516"
"ELA Performance Index Gap ","75.0","60.8","14.2 ","16.8","","0576111","201415"
"Math Performance Index Gap ","75.0","51.2","23.8 ","19.5","","0576111","201415"
"Science Performance Index Gap ","73.4","51.5","21.9 ","17.3","","0576111","201415"
"Graduation Rate Gap ","94.0%","94.1%","-0.1% ","12.6% ","N","0576111","201415"
"Achievement Gap Size Outlier? ","","","","","Y","0576111","201516"
"ELA Performance Index Gap ","74.2 ","51.5 ","22.7 ","16.6","","0576111","201516"
"Math Performance Index Gap ","74.8 ","49.5 ","25.3 ","19.1","","0576111","201516"
"Science Performance Index Gap ","75.0 ","56.2 ","18.8 ","17.3","","0576111","201516"
"ELA Performance Index Gap ",".","N/A",". ",".",NA,"0580111","201415"
"Math Performance Index Gap ",".","N/A",". ",".",NA,"0580111","201415"
"Science Performance Index Gap ",".","N/A",". ",".",NA,"0580111","201415"
"Graduation Rate Gap ",".",".",". ",".",NA,"0580111","201415"
"Achievement Gap Size Outlier?","","","","","","0580111","201516"
"ELA Performance Index Gap ",". ","N/A ",". ",".","","0580111","201516"
"Math Performance Index Gap ",". ","N/A ",". ",".","","0580111","201516"
"Science Performance Index Gap ",". ","N/A ",". ",".","","0580111","201516"
"ELA Performance Index Gap ","75.0 ","63.7 ","11.3 ","16.8","","0580311","201415"
"Math Performance Index Gap ","66.0 ","52.0 ","14.0 ","19.5","","0580311","201415"
"Science Performance Index Gap ",". ","N/A ",". ","17.3","","0580311","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0580311","201516"
"ELA Performance Index Gap ","75.0 ","64.4","10.6","16.6","","0580311","201516"
NA,NA,NA,NA,NA,NA,"0580311","201516"
"ELA Performance Index Gap ","75","61.9","13.1","16.8","","0585111","201415"
"Math Performance Index Gap ","68.6","54.9","13.8","19.5","","0585111","201415"
"Science Performance Index Gap ","61.1","51.4","9.7","17.3","","0585111","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0585111","201516"
"ELA Performance Index Gap ","75.0 ","61.9","13.1","16.6","","0585111","201516"
NA,NA,NA,NA,NA,NA,"0585111","201516"
"ELA Performance Index Gap ","75.0","51.3","23.7 ","16.8","","0586211","201415"
"Math Performance Index Gap ","58.6","38.7","20.0 ","19.5","","0586211","201415"
"Science Performance Index Gap ","63.4","51.8","11.6 ","17.3","","0586211","201415"
"Graduation Rate Gap ","94.0%","80.0%","14.0% ","12.6% ","Y","0586211","201415"
"Achievement Gap Size Outlier? ","","","","","N","0586211","201516"
"ELA Performance Index Gap ","63.1 ","50.3 ","12.9 ","16.6","","0586211","201516"
"Math Performance Index Gap ","56.3 ","47.1 ","9.2 ","19.1","","0586211","201516"
"Science Performance Index Gap ","60.4 ","47.7 ","12.7 ","17.3","","0586211","201516"
"ELA Performance Index Gap ","75","61.1 ","13.9 ","16.8","","0590111","201415"
"Math Performance Index Gap ","71.8","51.3 ","20.5 ","19.5","","0590111","201415"
"Science Performance Index Gap ","67.3","N/A ",". ","17.3","","0590111","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0590111","201516"
"ELA Performance Index Gap ","75.0 ","66.5","8.5","16.6","","0590111","201516"
NA,NA,NA,NA,NA,NA,"0590111","201516"
"ELA Performance Index Gap ","75.0 ","62.7","12.3 ","16.8","","0590311","201415"
"Math Performance Index Gap ","71.4 ","52.2","19.2 ","19.5","","0590311","201415"
"Science Performance Index Gap ",". ","53.4",". ","17.3","","0590311","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","Y","0590311","201516"
"ELA Performance Index Gap ","75.0 ","58.4","16.6","16.6","","0590311","201516"
NA,NA,NA,NA,NA,NA,"0590311","201516"
"ELA Performance Index Gap ","74.7","68.8 ","5.9 ","16.8","","0591211","201415"
"Math Performance Index Gap ","73","64.8 ","8.2 ","19.5","","0591211","201415"
"Science Performance Index Gap ","59.7","N/A ",". ","17.3","","0591211","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0591211","201516"
"ELA Performance Index Gap ","75.0 ","70.3","4.7","16.6","","0591211","201516"
NA,NA,NA,NA,NA,NA,"0591211","201516"
"ELA Performance Index Gap ","68.1 ","56.2","11.9 ","16.8","","0591711","201415"
"Math Performance Index Gap ","70.4 ","53.2","17.2 ","19.5","","0591711","201415"
"Science Performance Index Gap ",". ","47.2",". ","17.3","","0591711","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0591711","201516"
"ELA Performance Index Gap ","75.0 ","65.3","9.7","16.6","","0591711","201516"
NA,NA,NA,NA,NA,NA,"0591711","201516"
"ELA Performance Index Gap ","75.0 ","73.4 ","1.6 ","16.8","","0591811","201415"
"Math Performance Index Gap ","73.6 ","67.6 ","6.0 ","19.5","","0591811","201415"
"Science Performance Index Gap ",". ","N/A ",". ","17.3","","0591811","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0591811","201516"
"ELA Performance Index Gap ","75.0 ","71.8","3.2","16.6","","0591811","201516"
NA,NA,NA,NA,NA,NA,"0591811","201516"
"ELA Performance Index Gap ","75","64","11","16.8","","0591911","201415"
"Math Performance Index Gap ","75","55.5","19.5","19.5","","0591911","201415"
"Science Performance Index Gap ","67.8","47.8","19.9","17.3","","0591911","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0591911","201516"
"ELA Performance Index Gap ","75.0 ","67.2","7.8","16.6","","0591911","201516"
NA,NA,NA,NA,NA,NA,"0591911","201516"
"ELA Performance Index Gap ","74.3 ","58.5","15.8 ","16.8","","0592011","201415"
"Math Performance Index Gap ","69.6 ","53.7","15.9 ","19.5","","0592011","201415"
"Science Performance Index Gap ",". ","50.3",". ","17.3","","0592011","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0592011","201516"
"ELA Performance Index Gap ","74.5 ","59.4","15.1","16.6","","0592011","201516"
NA,NA,NA,NA,NA,NA,"0592011","201516"
"ELA Performance Index Gap ","72.4","55.3","17.1","16.8","","0595211","201415"
"Math Performance Index Gap ","63.4","49.2","14.2","19.5","","0595211","201415"
"Science Performance Index Gap ","60.9","48.3","12.6","17.3","","0595211","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","Y","0595211","201516"
"ELA Performance Index Gap ","71.5 ","54","17.5","16.6","","0595211","201516"
NA,NA,NA,NA,NA,NA,"0595211","201516"
"ELA Performance Index Gap ","75","59","16","16.8","","0595311","201415"
"Math Performance Index Gap ","69.2","53.7","15.5","19.5","","0595311","201415"
"Science Performance Index Gap ","62.1","52.2","9.8","17.3","","0595311","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0595311","201516"
"ELA Performance Index Gap ","75.0 ","58.6","16.4","16.6","","0595311","201516"
NA,NA,NA,NA,NA,NA,"0595311","201516"
"ELA Performance Index Gap ","65.1","46.5","18.6 ","16.8","","0596111","201415"
"Math Performance Index Gap ","53.5","35.5","18.0 ","19.5","","0596111","201415"
"Science Performance Index Gap ","62.6","44.0","18.7 ","17.3","","0596111","201415"
"Graduation Rate Gap ","90.2%","76.8%","13.4% ","12.6% ","Y","0596111","201415"
"Achievement Gap Size Outlier? ","","","","","Y","0596111","201516"
"ELA Performance Index Gap ","66.5 ","48.7 ","17.8 ","16.6","","0596111","201516"
"Math Performance Index Gap ","61.3 ","46.0 ","15.3 ","19.1","","0596111","201516"
"Science Performance Index Gap ","66.7 ","50.3 ","16.4 ","17.3","","0596111","201516"
"ELA Performance Index Gap ","75.0 ","N/A ",". ","16.8","","0600211","201415"
"Math Performance Index Gap ","75.0 ","N/A ",". ","19.5","","0600211","201415"
"Science Performance Index Gap ",". ","N/A ",". ","17.3","","0600211","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0600211","201516"
"ELA Performance Index Gap ","75.0 ","69.7","5.3","16.6","","0600211","201516"
NA,NA,NA,NA,NA,NA,"0600211","201516"
"ELA Performance Index Gap ","75.0 ","66.5 ","8.5 ","16.8","","0600311","201415"
"Math Performance Index Gap ","75.0 ","64.2 ","10.8 ","19.5","","0600311","201415"
"Science Performance Index Gap ",". ","N/A ",". ","17.3","","0600311","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0600311","201516"
"ELA Performance Index Gap ","75.0 ","69","6","16.6","","0600311","201516"
NA,NA,NA,NA,NA,NA,"0600311","201516"
"ELA Performance Index Gap ","75.0 ","67.7 ","7.3 ","16.8","","0600411","201415"
"Math Performance Index Gap ","75.0 ","61.2 ","13.8 ","19.5","","0600411","201415"
"Science Performance Index Gap ",". ","N/A ",". ","17.3","","0600411","201415"
"Achievement Gap Size Outlier? ","","","","","N","0600411","201516"
"ELA Performance Index Gap ","75.0 ","N/A ",". ","16.6","","0600411","201516"
NA,NA,NA,NA,NA,NA,"0600411","201516"
"ELA Performance Index Gap ","75.0 ","58.0 ","17.0 ","16.8","","0600611","201415"
"Math Performance Index Gap ","75.0 ","45.6 ","29.4 ","19.5","","0600611","201415"
"Science Performance Index Gap ",". ","N/A ",". ","17.3","","0600611","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","Y","0600611","201516"
"ELA Performance Index Gap ","75.0 ","61.3","13.7","16.6","","0600611","201516"
NA,NA,NA,NA,NA,NA,"0600611","201516"
"ELA Performance Index Gap ","75","67.4","7.6","16.8","","0600711","201415"
"Math Performance Index Gap ","73.9","57.2","16.7","19.5","","0600711","201415"
"Science Performance Index Gap ","65","55.8","9.3","17.3","","0600711","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0600711","201516"
"ELA Performance Index Gap ","75.0 ","64.8","10.2","16.6","","0600711","201516"
NA,NA,NA,NA,NA,NA,"0600711","201516"
"ELA Performance Index Gap ","75","66.5","8.5","16.8","","0605111","201415"
"Math Performance Index Gap ","75","59.3","15.7","19.5","","0605111","201415"
"Science Performance Index Gap ","66.5","52.6","14","17.3","","0605111","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0605111","201516"
"ELA Performance Index Gap ","75.0 ","68.9","6.1","16.6","","0605111","201516"
NA,NA,NA,NA,NA,NA,"0605111","201516"
"ELA Performance Index Gap ","75.0","66.6","8.4 ","16.8","","0606111","201415"
"Math Performance Index Gap ","73.5","56.0","17.5 ","19.5","","0606111","201415"
"Science Performance Index Gap ","73.4","58.9","14.5 ","17.3","","0606111","201415"
"Graduation Rate Gap ","94.0%","94.8%","-0.8% ","12.6% ","N","0606111","201415"
"Achievement Gap Size Outlier? ","","","","","Y","0606111","201516"
"ELA Performance Index Gap ","73.7 ","56.7 ","17.1 ","16.6","","0606111","201516"
"Math Performance Index Gap ","69.8 ","46.2 ","23.6 ","19.1","","0606111","201516"
"Science Performance Index Gap ","72.4 ","57.9 ","14.5 ","17.3","","0606111","201516"
"ELA Performance Index Gap ","72.8 ","62.8","10.0 ","16.8","","0620111","201415"
"Math Performance Index Gap ","68.4 ","58.6","9.7 ","19.5","","0620111","201415"
"Science Performance Index Gap ",". ","48.9",". ","17.3","","0620111","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0620111","201516"
"ELA Performance Index Gap ","69.2 ","64.5","4.7","16.6","","0620111","201516"
NA,NA,NA,NA,NA,NA,"0620111","201516"
"ELA Performance Index Gap ",". ","56.8",". ","16.8","","0620211","201415"
"Math Performance Index Gap ",". ","48.6",". ","19.5","","0620211","201415"
"Science Performance Index Gap ",". ","37.3",". ","17.3","","0620211","201415"
"Achievement Gap Size Outlier? ","",NA,"","","N","0620211","201516"
"ELA Performance Index Gap ",". ","56.3",". ","16.6","","0620211","201516"
NA,NA,NA,NA,NA,NA,"0620211","201516"
"ELA Performance Index Gap ","75.0 ","61.1","13.9 ","16.8","","0620311","201415"
"Math Performance Index Gap ","67.5 ","50.9","16.5 ","19.5","","0620311","201415"
"Science Performance Index Gap ",". ","39.6",". ","17.3","","0620311","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0620311","201516"
"ELA Performance Index Gap ","75.0 ","65.3","9.7","16.6","","0620311","201516"
NA,NA,NA,NA,NA,NA,"0620311","201516"
"ELA Performance Index Gap ","75.0 ","61.3","13.7 ","16.8","","0620411","201415"
"Math Performance Index Gap ","64.8 ","51.8","13.0 ","19.5","","0620411","201415"
"Science Performance Index Gap ",". ","53",". ","17.3","","0620411","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0620411","201516"
"ELA Performance Index Gap ","72.6 ","59.2","13.4","16.6","","0620411","201516"
NA,NA,NA,NA,NA,NA,"0620411","201516"
"ELA Performance Index Gap ","75","59.0 ","16.0 ","16.8","","0621011","201415"
"Math Performance Index Gap ","75","52.7 ","22.3 ","19.5","","0621011","201415"
"Science Performance Index Gap ","67.3","N/A ",". ","17.3","","0621011","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","Y","0621011","201516"
"ELA Performance Index Gap ","75.0 ","56.9","18.1","16.6","","0621011","201516"
NA,NA,NA,NA,NA,NA,"0621011","201516"
"ELA Performance Index Gap ","75.0 ","63.3","11.7 ","16.8","","0621111","201415"
"Math Performance Index Gap ","68.6 ","55","13.6 ","19.5","","0621111","201415"
"Science Performance Index Gap ",". ","45",". ","17.3","","0621111","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0621111","201516"
"ELA Performance Index Gap ","75.0 ","60.3","14.7","16.6","","0621111","201516"
NA,NA,NA,NA,NA,NA,"0621111","201516"
"ELA Performance Index Gap ","75","61.7","13.3","16.8","","0621211","201415"
"Math Performance Index Gap ","73.4","54.5","18.9","19.5","","0621211","201415"
"Science Performance Index Gap ","66.3","46.1","20.2","17.3","","0621211","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","Y","0621211","201516"
