"indicator","index.rate","target","points","max","percent.points","state.avg","school_id","year"
"Math: High Needs Students ","60.2 ","75 ",80.2,100,80.2,"47.8","1070311","201415"
"Science: All Students ","67.3 ","75 ",89.8,100,89.8,"56.5","1070311","201415"
"Science: High Needs Students ","N/A ","75 ",0,0,0,"45.9","1070311","201415"
"Chronic absenteeism: All Students ","2.7% ","<=5% ",50,50,100,"10.6%","1070311","201415"
"Chronic absenteeism: High Needs Students ","7.8% ","<=5% ",44.4,50,88.8,"17.3%","1070311","201415"
"Prep for CCR: % Taking Courses ","N/A ","75% ",0,0,0,"66.1%","1070311","201415"
"Prep for CCR: % Passing Exams ","N/A ","75% ",0,0,0,"37.3%","1070311","201415"
"Physical Fitness (estimated part rate) and (fitness rate) ","96.9% | 42.9% ","75% ",28.6,50,57.1,"87.6% | 51.0%","1070311","201415"
"Arts Access ","N/A ","60% ",0,0,0,"45.7%","1070311","201415"
"Accountability Index ","","",576.5,650,88.7,"","1070311","201415"
"ELA Performance index: All Students ","78.5 ","75 ",50,50,100,"67.7","1070311","201516"
"ELA Performance index: High Needs Students ","64.1 ","75 ",42.7,50,85.5,"56.7","1070311","201516"
"Math Performance index: All Students ","73.0 ","75 ",48.6,50,97.3,"61.4","1070311","201516"
"Math Performance index: High Needs Students ","62.0 ","75 ",41.4,50,82.7,"49.9","1070311","201516"
"Science Performance index: All Students ","67.3 ","75 ",44.9,50,89.7,"57.5","1070311","201516"
"Science Performance index: High Needs Students ","N/A ","75 ",0,0,0,"47.0","1070311","201516"
"ELA Academic growth: ELA Performance index: All Students ","72.3% ","100% ",72.3,100,72.3,"63.8%","1070311","201516"
"ELA Academic growth: ELA Performance index: High Needs Students ","62.6% ","100% ",62.6,100,62.6,"58.3%","1070311","201516"
"Math Academic growth: Math Performance index: All Students ","77.7% ","100% ",77.7,100,77.7,"65.0%","1070311","201516"
"Math Academic growth: Math Performance index: High Needs Students ","67.0% ","100% ",67,100,67,"57.4%","1070311","201516"
"Chronic absenteeism: Science Performance index: All Students ","3.8% ","<=5% ",50,50,100,"9.6%","1070311","201516"
"Chronic absenteeism: Science Performance index: High Needs Students ","9.6% ","<=5% ",40.8,50,81.6,"15.6%","1070311","201516"
"Prep for CCR: ELA Academic growth: ELA Performance index: All Students ","N/A ","75% ",0,0,0,"67.6%","1070311","201516"
"Prep for CCR: ELA Academic growth: ELA Performance index: High Needs Students ","N/A ","75% ",0,0,0,"40.7%","1070311","201516"
"On-track to High School Graduation ","N/A ","94% ",0,0,0,"85.1%","1070311","201516"
"4-year Graduation All Students (2015 Cohort) ","N/A ","94% ",0,0,0,"87.2%","1070311","201516"
"6-year Graduation - High Needs Students (2013 Cohort) ","N/A ","94% ",0,0,0,"78.6%","1070311","201516"
"Postsecondary Entrance (Class of 2015) ","N/A ","75% ",0,0,0,"71.9%","1070311","201516"
"Physical Fitness (estimated part rate) and (fitness rate) ","97.9% | 44.2% ","75% ",29.5,50,58.9,"89.2% | 50.5%","1070311","201516"
"Arts Access ","N/A ","60% ",0,0,0,"47.5%","1070311","201516"
"ELA: All Students ","82.5 ","75 ",100,100,100,"67.9","1070411","201415"
"ELA: High Needs Students ","65.8 ","75 ",87.7,100,87.7,"56.7","1070411","201415"
"Math: All Students ","75.6 ","75 ",100,100,100,"59.3","1070411","201415"
"Math: High Needs Students ","58.4 ","75 ",77.9,100,77.9,"47.8","1070411","201415"
"Science: All Students ","65.4 ","75 ",87.2,100,87.2,"56.5","1070411","201415"
"Science: High Needs Students ","N/A ","75 ",0,0,0,"45.9","1070411","201415"
"Chronic absenteeism: All Students ","3.1% ","<=5% ",50,50,100,"10.6%","1070411","201415"
"Chronic absenteeism: High Needs Students ","6.8% ","<=5% ",46.4,50,92.7,"17.3%","1070411","201415"
"Prep for CCR: % Taking Courses ","N/A ","75% ",0,0,0,"66.1%","1070411","201415"
"Prep for CCR: % Passing Exams ","N/A ","75% ",0,0,0,"37.3%","1070411","201415"
"Physical Fitness (estimated part rate) and (fitness rate) ","98.1% | 69.5% ","75% ",46.3,50,92.7,"87.6% | 51.0%","1070411","201415"
"Arts Access ","N/A ","60% ",0,0,0,"45.7%","1070411","201415"
"Accountability Index ","","",595.4,650,91.6,"","1070411","201415"
"ELA Performance index: All Students ","81.0 ","75 ",50,50,100,"67.7","1070411","201516"
"ELA Performance index: High Needs Students ","62.1 ","75 ",41.4,50,82.7,"56.7","1070411","201516"
"Math Performance index: All Students ","75.3 ","75 ",50,50,100,"61.4","1070411","201516"
"Math Performance index: High Needs Students ","54.2 ","75 ",36.2,50,72.3,"49.9","1070411","201516"
"Science Performance index: All Students ","69.0 ","75 ",46,50,92,"57.5","1070411","201516"
"Science Performance index: High Needs Students ","N/A ","75 ",0,0,0,"47.0","1070411","201516"
"ELA Academic growth: ELA Performance index: All Students ","76.8% ","100% ",76.8,100,76.8,"63.8%","1070411","201516"
"ELA Academic growth: ELA Performance index: High Needs Students ","N/A ","100% ",0,0,0,"58.3%","1070411","201516"
"Math Academic growth: Math Performance index: All Students ","78.2% ","100% ",78.2,100,78.2,"65.0%","1070411","201516"
"Math Academic growth: Math Performance index: High Needs Students ","N/A ","100% ",0,0,0,"57.4%","1070411","201516"
"Chronic absenteeism: Science Performance index: All Students ","2.7% ","<=5% ",50,50,100,"9.6%","1070411","201516"
"Chronic absenteeism: Science Performance index: High Needs Students ","4.4% ","<=5% ",50,50,100,"15.6%","1070411","201516"
"Prep for CCR: ELA Academic growth: ELA Performance index: All Students ","N/A ","75% ",0,0,0,"67.6%","1070411","201516"
"Prep for CCR: ELA Academic growth: ELA Performance index: High Needs Students ","N/A ","75% ",0,0,0,"40.7%","1070411","201516"
"On-track to High School Graduation ","N/A ","94% ",0,0,0,"85.1%","1070411","201516"
"4-year Graduation All Students (2015 Cohort) ","N/A ","94% ",0,0,0,"87.2%","1070411","201516"
"6-year Graduation - High Needs Students (2013 Cohort) ","N/A ","94% ",0,0,0,"78.6%","1070411","201516"
"Postsecondary Entrance (Class of 2015) ","N/A ","75% ",0,0,0,"71.9%","1070411","201516"
"Physical Fitness (estimated part rate) and (fitness rate) ","96.4% | 61.7% ","75% ",41.1,50,82.2,"89.2% | 50.5%","1070411","201516"
"Arts Access ","N/A ","60% ",0,0,0,"47.5%","1070411","201516"
"ELA: All Students ","81.7 ","75 ",100,100,100,"67.9","1070511","201415"
"ELA: High Needs Students ","62.2 ","75 ",82.9,100,82.9,"56.7","1070511","201415"
"Math: All Students ","73.8 ","75 ",98.4,100,98.4,"59.3","1070511","201415"
"Math: High Needs Students ","56.9 ","75 ",75.9,100,75.9,"47.8","1070511","201415"
"Science: All Students ","61.2 ","75 ",81.7,100,81.7,"56.5","1070511","201415"
"Science: High Needs Students ","N/A ","75 ",0,0,0,"45.9","1070511","201415"
"Chronic absenteeism: All Students ","2.6% ","<=5% ",50,50,100,"10.6%","1070511","201415"
"Chronic absenteeism: High Needs Students ","14.0% ","<=5% ",32.1,50,64.2,"17.3%","1070511","201415"
"Prep for CCR: % Taking Courses ","N/A ","75% ",0,0,0,"66.1%","1070511","201415"
"Prep for CCR: % Passing Exams ","N/A ","75% ",0,0,0,"37.3%","1070511","201415"
"Physical Fitness (estimated part rate) and (fitness rate) ","95.7% | 47.7% ","75% ",31.8,50,63.7,"87.6% | 51.0%","1070511","201415"
"Arts Access ","N/A ","60% ",0,0,0,"45.7%","1070511","201415"
"Accountability Index ","","",552.8,650,85,"","1070511","201415"
"ELA Performance index: All Students ","81.5 ","75 ",50,50,100,"67.7","1070511","201516"
"ELA Performance index: High Needs Students ","64.7 ","75 ",43.2,50,86.3,"56.7","1070511","201516"
"Math Performance index: All Students ","73.5 ","75 ",49,50,98,"61.4","1070511","201516"
"Math Performance index: High Needs Students ","57.6 ","75 ",38.4,50,76.8,"49.9","1070511","201516"
"Science Performance index: All Students ","68.2 ","75 ",45.4,50,90.9,"57.5","1070511","201516"
"Science Performance index: High Needs Students ","N/A ","75 ",0,0,0,"47.0","1070511","201516"
"ELA Academic growth: ELA Performance index: All Students ","73.5% ","100% ",73.5,100,73.5,"63.8%","1070511","201516"
"ELA Academic growth: ELA Performance index: High Needs Students ","N/A ","100% ",0,0,0,"58.3%","1070511","201516"
"Math Academic growth: Math Performance index: All Students ","67.8% ","100% ",67.8,100,67.8,"65.0%","1070511","201516"
"Math Academic growth: Math Performance index: High Needs Students ","N/A ","100% ",0,0,0,"57.4%","1070511","201516"
"Chronic absenteeism: Science Performance index: All Students ","2.7% ","<=5% ",50,50,100,"9.6%","1070511","201516"
"Chronic absenteeism: Science Performance index: High Needs Students ","5.5% ","<=5% ",49.1,50,98.2,"15.6%","1070511","201516"
"Prep for CCR: ELA Academic growth: ELA Performance index: All Students ","N/A ","75% ",0,0,0,"67.6%","1070511","201516"
"Prep for CCR: ELA Academic growth: ELA Performance index: High Needs Students ","N/A ","75% ",0,0,0,"40.7%","1070511","201516"
"On-track to High School Graduation ","N/A ","94% ",0,0,0,"85.1%","1070511","201516"
"4-year Graduation All Students (2015 Cohort) ","N/A ","94% ",0,0,0,"87.2%","1070511","201516"
"6-year Graduation - High Needs Students (2013 Cohort) ","N/A ","94% ",0,0,0,"78.6%","1070511","201516"
"Postsecondary Entrance (Class of 2015) ","N/A ","75% ",0,0,0,"71.9%","1070511","201516"
"Physical Fitness (estimated part rate) and (fitness rate) ","96.3% | 40.5% ","75% ",27,50,53.9,"89.2% | 50.5%","1070511","201516"
"Arts Access ","N/A ","60% ",0,0,0,"47.5%","1070511","201516"
"ELA: All Students ","78.7 ","75 ",100,100,100,"67.9","1080111","201415"
"ELA: High Needs Students ","67.7 ","75 ",90.3,100,90.3,"56.7","1080111","201415"
"Math: All Students ","69.0 ","75 ",92,100,92,"59.3","1080111","201415"
"Math: High Needs Students ","58.2 ","75 ",77.6,100,77.6,"47.8","1080111","201415"
"Science: All Students ","62.3 ","75 ",83,100,83,"56.5","1080111","201415"
"Science: High Needs Students ","53.9 ","75 ",71.8,100,71.8,"45.9","1080111","201415"
"Chronic absenteeism: All Students ","2.5% ","<=5% ",50,50,100,"10.6%","1080111","201415"
"Chronic absenteeism: High Needs Students ","5.9% ","<=5% ",48.1,50,96.2,"17.3%","1080111","201415"
"Prep for CCR: % Taking Courses ","N/A ","75% ",0,0,0,"66.1%","1080111","201415"
"Prep for CCR: % Passing Exams ","N/A ","75% ",0,0,0,"37.3%","1080111","201415"
"Physical Fitness (estimated part rate) and (fitness rate) ","99.4% | 46.5% ","75% ",31,50,62,"87.6% | 51.0%","1080111","201415"
"Arts Access ","N/A ","60% ",0,0,0,"45.7%","1080111","201415"
"Accountability Index ","","",643.9,750,85.8,"","1080111","201415"
"ELA Performance index: All Students ","75.9 ","75 ",50,50,100,"67.7","1080111","201516"
"ELA Performance index: High Needs Students ","63.7 ","75 ",42.4,50,84.9,"56.7","1080111","201516"
"Math Performance index: All Students ","70.8 ","75 ",47.2,50,94.3,"61.4","1080111","201516"
"Math Performance index: High Needs Students ","59.3 ","75 ",39.5,50,79,"49.9","1080111","201516"
"Science Performance index: All Students ","66.8 ","75 ",44.5,50,89.1,"57.5","1080111","201516"
"Science Performance index: High Needs Students ","59.9 ","75 ",39.9,50,79.9,"47.0","1080111","201516"
"ELA Academic growth: ELA Performance index: All Students ","63.8% ","100% ",63.8,100,63.8,"63.8%","1080111","201516"
"ELA Academic growth: ELA Performance index: High Needs Students ","57.2% ","100% ",57.2,100,57.2,"58.3%","1080111","201516"
"Math Academic growth: Math Performance index: All Students ","69.8% ","100% ",69.8,100,69.8,"65.0%","1080111","201516"
"Math Academic growth: Math Performance index: High Needs Students ","64.4% ","100% ",64.4,100,64.4,"57.4%","1080111","201516"
"Chronic absenteeism: Science Performance index: All Students ","1.7% ","<=5% ",50,50,100,"9.6%","1080111","201516"
"Chronic absenteeism: Science Performance index: High Needs Students ","2.9% ","<=5% ",50,50,100,"15.6%","1080111","201516"
"Prep for CCR: ELA Academic growth: ELA Performance index: All Students ","N/A ","75% ",0,0,0,"67.6%","1080111","201516"
"Prep for CCR: ELA Academic growth: ELA Performance index: High Needs Students ","N/A ","75% ",0,0,0,"40.7%","1080111","201516"
"On-track to High School Graduation ","N/A ","94% ",0,0,0,"85.1%","1080111","201516"
"4-year Graduation All Students (2015 Cohort) ","N/A ","94% ",0,0,0,"87.2%","1080111","201516"
"6-year Graduation - High Needs Students (2013 Cohort) ","N/A ","94% ",0,0,0,"78.6%","1080111","201516"
"Postsecondary Entrance (Class of 2015) ","N/A ","75% ",0,0,0,"71.9%","1080111","201516"
"Physical Fitness (estimated part rate) and (fitness rate) ","98.7% | 44.7% ","75% ",29.8,50,59.6,"89.2% | 50.5%","1080111","201516"
"Arts Access ","N/A ","60% ",0,0,0,"47.5%","1080111","201516"
"ELA: All Students ","N/A ","75 ",0,0,0,"67.9","1080311","201415"
"ELA: High Needs Students ","N/A ","75 ",0,0,0,"56.7","1080311","201415"
"Math: All Students ","N/A ","75 ",0,0,0,"59.3","1080311","201415"
"Math: High Needs Students ","N/A ","75 ",0,0,0,"47.8","1080311","201415"
"Science: All Students ","N/A ","75 ",0,0,0,"56.5","1080311","201415"
"Science: High Needs Students ","N/A ","75 ",0,0,0,"45.9","1080311","201415"
"Chronic absenteeism: All Students ","2.4% ","<=5% ",50,50,100,"10.6%","1080311","201415"
"Chronic absenteeism: High Needs Students ","3.6% ","<=5% ",50,50,100,"17.3%","1080311","201415"
"Prep for CCR: % Taking Courses ","N/A ","75% ",0,0,0,"66.1%","1080311","201415"
"Prep for CCR: % Passing Exams ","N/A ","75% ",0,0,0,"37.3%","1080311","201415"
"Physical Fitness (estimated part rate) and (fitness rate) ","N/A | N/A ","75% ",0,0,0,"87.6% | 51.0%","1080311","201415"
"Arts Access ","N/A ","60% ",0,0,0,"45.7%","1080311","201415"
"Accountability Index ","","",100,100,100,"","1080311","201415"
"ELA Performance index: All Students ","N/A ","75 ",0,0,0,"67.7","1080311","201516"
"ELA Performance index: High Needs Students ","N/A ","75 ",0,0,0,"56.7","1080311","201516"
"Math Performance index: All Students ","N/A ","75 ",0,0,0,"61.4","1080311","201516"
"Math Performance index: High Needs Students ","N/A ","75 ",0,0,0,"49.9","1080311","201516"
"Science Performance index: All Students ","N/A ","75 ",0,0,0,"57.5","1080311","201516"
"Science Performance index: High Needs Students ","N/A ","75 ",0,0,0,"47.0","1080311","201516"
"ELA Academic growth: ELA Performance index: All Students ","N/A ","100% ",0,0,0,"63.8%","1080311","201516"
"ELA Academic growth: ELA Performance index: High Needs Students ","N/A ","100% ",0,0,0,"58.3%","1080311","201516"
"Math Academic growth: Math Performance index: All Students ","N/A ","100% ",0,0,0,"65.0%","1080311","201516"
"Math Academic growth: Math Performance index: High Needs Students ","N/A ","100% ",0,0,0,"57.4%","1080311","201516"
"Chronic absenteeism: Science Performance index: All Students ","2.1% ","<=5% ",50,50,100,"9.6%","1080311","201516"
"Chronic absenteeism: Science Performance index: High Needs Students ","4.8% ","<=5% ",50,50,100,"15.6%","1080311","201516"
"Prep for CCR: ELA Academic growth: ELA Performance index: All Students ","N/A ","75% ",0,0,0,"67.6%","1080311","201516"
"Prep for CCR: ELA Academic growth: ELA Performance index: High Needs Students ","N/A ","75% ",0,0,0,"40.7%","1080311","201516"
"On-track to High School Graduation ","N/A ","94% ",0,0,0,"85.1%","1080311","201516"
"4-year Graduation All Students (2015 Cohort) ","N/A ","94% ",0,0,0,"87.2%","1080311","201516"
"6-year Graduation - High Needs Students (2013 Cohort) ","N/A ","94% ",0,0,0,"78.6%","1080311","201516"
"Postsecondary Entrance (Class of 2015) ","N/A ","75% ",0,0,0,"71.9%","1080311","201516"
"Physical Fitness (estimated part rate) and (fitness rate) ","N/A | N/A ","75% ",0,0,0,"89.2% | 50.5%","1080311","201516"
"Arts Access ","N/A ","60% ",0,0,0,"47.5%","1080311","201516"
"ELA: All Students ","73.3 ","75 ",97.8,100,97.8,"67.9","1085111","201415"
"ELA: High Needs Students ","60.2 ","75 ",80.3,100,80.3,"56.7","1085111","201415"
"Math: All Students ","59.4 ","75 ",79.2,100,79.2,"59.3","1085111","201415"
"Math: High Needs Students ","47.4 ","75 ",63.2,100,63.2,"47.8","1085111","201415"
"Science: All Students ","63.1 ","75 ",84.1,100,84.1,"56.5","1085111","201415"
"Science: High Needs Students ","50.9 ","75 ",67.9,100,67.9,"45.9","1085111","201415"
"Chronic absenteeism: All Students ","6.5% ","<=5% ",47,50,94.1,"10.6%","1085111","201415"
"Chronic absenteeism: High Needs Students ","20.5% ","<=5% ",19.1,50,38.2,"17.3%","1085111","201415"
"Prep for CCR: % Taking Courses ","N/A ","75% ",0,0,0,"66.1%","1085111","201415"
"Prep for CCR: % Passing Exams ","N/A ","75% ",0,0,0,"37.3%","1085111","201415"
"Physical Fitness (estimated part rate) and (fitness rate) ","65.2% | 36.5% ","75% ",6.1,50,12.2,"87.6% | 51.0%","1085111","201415"
"Arts Access ","N/A ","60% ",0,0,0,"45.7%","1085111","201415"
"Accountability Index ","","",588.4,800,73.5,"","1085111","201415"
"ELA Performance index: All Students ","71.3 ","75 ",47.5,50,95.1,"67.7","1085111","201516"
"ELA Performance index: High Needs Students ","57.2 ","75 ",38.1,50,76.3,"56.7","1085111","201516"
"Math Performance index: All Students ","63.4 ","75 ",42.2,50,84.5,"61.4","1085111","201516"
"Math Performance index: High Needs Students ","48.9 ","75 ",32.6,50,65.3,"49.9","1085111","201516"
"Science Performance index: All Students ","60.8 ","75 ",40.5,50,81.1,"57.5","1085111","201516"
"Science Performance index: High Needs Students ","52.3 ","75 ",34.9,50,69.8,"47.0","1085111","201516"
"ELA Academic growth: ELA Performance index: All Students ","52.8% ","100% ",52.8,100,52.8,"63.8%","1085111","201516"
"ELA Academic growth: ELA Performance index: High Needs Students ","44.6% ","100% ",44.6,100,44.6,"58.3%","1085111","201516"
"Math Academic growth: Math Performance index: All Students ","71.3% ","100% ",71.3,100,71.3,"65.0%","1085111","201516"
"Math Academic growth: Math Performance index: High Needs Students ","57.1% ","100% ",57.1,100,57.1,"57.4%","1085111","201516"
"Chronic absenteeism: Science Performance index: All Students ","7.7% ","<=5% ",44.6,50,89.1,"9.6%","1085111","201516"
"Chronic absenteeism: Science Performance index: High Needs Students ","18.0% ","<=5% ",24,50,48.1,"15.6%","1085111","201516"
