"category","chron_abs_count","chron_abs_rate","susp_exp_count","susp_exp_rate","school_id","year"
"District ","9.7 ",NA,NA,"7.5","1045211","201516"
"Number of students in 2014-15 qualified as truant under state statute:  36","",NA,NA,NA,"1045211","201516"
"Female ","* ","* ","0","0.0","1060211","201314"
"Male ","* ","* ","0","0.0","1060211","201314"
"Black or African American ","0 ","* ","0","*","1060211","201314"
"Hispanic or Latino ","* ","* ","0","0.0","1060211","201314"
"White ","* ","* ","0","0.0","1060211","201314"
"English Language Learners ","* ","* ","0","*","1060211","201314"
"Eligible for Free or Reduced-Price Meals ","8 ","10.1 ","0","0.0","1060211","201314"
"Students with Disabilities ","* ","* ","0","0.0","1060211","201314"
"School ","13 ","3.7 ","0","0.0","1060211","201314"
"District ","","6.1 ",NA,"2.3","1060211","201314"
"Female ","* ","* ","0","0.0","1060211","201415"
"Male ","* ","* ","0","0.0","1060211","201415"
"Black or African American ","0 ","* ","0","*","1060211","201415"
"Hispanic or Latino ","0 ","0.0 ","0","0.0","1060211","201415"
"White ","7 ","2.3 ","0","0.0","1060211","201415"
"English Language Learners ","0 ","0.0 ","0","0.0","1060211","201415"
"Eligible for Free or Reduced-Price Meals ","* ","* ","0","0.0","1060211","201415"
"Students with Disabilities ","* ","* ","0","0.0","1060211","201415"
"School ","7 ","1.9 ","0","0.0","1060211","201415"
"District ","","11.7 ",NA,"3.2","1060211","201415"
"Male 6 ","3.7 ",NA,"0","0.0","1060211","201516"
"Black or African American 0 ","* ",NA,"0","*","1060211","201516"
"Hispanic or Latino * ","* ",NA,"0","0.0","1060211","201516"
"White 10 ","3.7 ",NA,"0","0.0","1060211","201516"
"English Language Learners * ","* ",NA,"0","0.0","1060211","201516"
"Eligible for Free or Reduced-Price Meals * ","* ",NA,"0","0.0","1060211","201516"
"Students with Disabilities * ","* ",NA,"0","0.0","1060211","201516"
"School 14 ","4.2 ",NA,"0","0.0","1060211","201516"
"District ","6.4 ",NA,NA,"2.5","1060211","201516"
"Number of students in 2014-15 qualified as truant under state statute:  0","",NA,NA,"","1060211","201516"
"Female ","14 ","5.0 ","* ","*","1065211","201314"
"Male ","7 ","2.5 ","* ","*","1065211","201314"
"Black or African American ","0 ","* ","* ","*","1065211","201314"
"Hispanic or Latino ","* ","* ","0 ","0.0","1065211","201314"
"White ","* ","* ","* ","*","1065211","201314"
"English Language Learners ","0 ","* ","0 ","*","1065211","201314"
"Eligible for Free or Reduced-Price Meals ","* ","* ","* ","*","1065211","201314"
"Students with Disabilities ","* ","* ","* ","*","1065211","201314"
"School ","21 ","3.8 ","6 ","1.0","1065211","201314"
"District ","","6.1 ","","2.3","1065211","201314"
"Female ","* ","* ","0 ","0.0","1065211","201415"
"Male ","* ","* ","9 ","3.4","1065211","201415"
"Black or African American ","0 ","* ","0 ","*","1065211","201415"
"Hispanic or Latino ","* ","* ","0 ","0.0","1065211","201415"
"White ","10 ","2.2 ","* ","*","1065211","201415"
"English Language Learners ","0 ","* ","* ","*","1065211","201415"
"Eligible for Free or Reduced-Price Meals ","* ","* ","* ","*","1065211","201415"
"Students with Disabilities ","* ","* ","* ","*","1065211","201415"
"School ","12 ","2.3 ","9 ","1.6","1065211","201415"
"District ","","11.7 ","","3.2","1065211","201415"
"Male 7 ","2.5 ",NA,"* ","*","1065211","201516"
"Black or African American * ","* ",NA,"0 ","*","1065211","201516"
"Hispanic or Latino * ","* ",NA,"0 ","0.0","1065211","201516"
"White 10 ","2.2 ",NA,"* ","*","1065211","201516"
"English Language Learners 0 ","* ",NA,"0 ","*","1065211","201516"
"Eligible for Free or Reduced-Price Meals * ","* ",NA,"* ","*","1065211","201516"
"Students with Disabilities * ","* ",NA,"* ","*","1065211","201516"
"School 13 ","2.4 ",NA,"* ","*","1065211","201516"
"District ","6.4 ",NA,"","2.5","1065211","201516"
"Number of students in 2014-15 qualified as truant under state statute:  0","",NA,"","","1065211","201516"
"Female ","28 ","11.5 ","8 ","3.2","1066111","201314"
"Male ","19 ","8.0 ","20 ","8.4","1066111","201314"
"Black or African American ","* ","* ","* ","*","1066111","201314"
"Hispanic or Latino ","* ","* ","* ","*","1066111","201314"
"White ","40 ","9.8 ","23 ","5.5","1066111","201314"
"English Language Learners ","0 ","* ","0 ","*","1066111","201314"
"Eligible for Free or Reduced-Price Meals ","15 ","23.4 ","11 ","14.8","1066111","201314"
"Students with Disabilities ","10 ","22.2 ","9 ","16.9","1066111","201314"
"School ","47 ","9.8 ","28 ","5.7","1066111","201314"
"District ","","6.1 ","","2.3","1066111","201314"
"Female ","75 ","31.0 ","14 ","5.7","1066111","201415"
"Male ","63 ","28.1 ","24 ","10.5","1066111","201415"
"Black or African American ","0 ","* ","* ","*","1066111","201415"
"Hispanic or Latino ","* ","* ","* ","*","1066111","201415"
"White ","124 ","31.6 ","29 ","7.3","1066111","201415"
"English Language Learners ","* ","* ","* ","*","1066111","201415"
"Eligible for Free or Reduced-Price Meals ","22 ","40.7 ","9 ","14.5","1066111","201415"
"Students with Disabilities ","22 ","42.3 ","9 ","15.7","1066111","201415"
"School ","138 ","29.6 ","38 ","8.0","1066111","201415"
"District ","","11.7 ","","3.2","1066111","201415"
"Male 24 ","11.4 ","23 ",NA,"10.7","1066111","201516"
"Black or African American 0 ","* ","* ",NA,"*","1066111","201516"
"Hispanic or Latino * ","* ","* ",NA,"*","1066111","201516"
"White 47 ","13.1 ","21 ",NA,"5.8","1066111","201516"
"English Language Learners 0 ","* ","0 ",NA,"*","1066111","201516"
"Eligible for Free or Reduced-Price Meals 10 ","15.9 ","9 ",NA,"12.7","1066111","201516"
"Students with Disabilities 11 ","22.9 ","9 ",NA,"17.0","1066111","201516"
"School 54 ","12.3 ","31 ",NA,"7.0","1066111","201516"
"District ","6.4 ","",NA,"2.5","1066111","201516"
"Number of students in 2014-15 qualified as truant under state statute:  Fewer than 6","","",NA,"","1066111","201516"
"Female ","* ","* ","0","0.0","1070211","201314"
"Male ","* ","* ","0","0.0","1070211","201314"
"Black or African American ","0 ","* ","0","*","1070211","201314"
"Hispanic or Latino ","0 ","* ","0","*","1070211","201314"
"White ","* ","* ","0","0.0","1070211","201314"
"English Language Learners ","0 ","* ","0","*","1070211","201314"
"Eligible for Free or Reduced-Price Meals ","* ","* ","0","*","1070211","201314"
"Students with Disabilities ","* ","* ","0","0.0","1070211","201314"
"School ","8 ","7.3 ","0","0.0","1070211","201314"
"District ","","4.9 ",NA,"1.3","1070211","201314"
"Female ","* ","* ","0","0.0","1070211","201415"
"Male ","* ","* ","0","0.0","1070211","201415"
"Black or African American ","0 ","* ","0","*","1070211","201415"
"Hispanic or Latino ","0 ","* ","0","*","1070211","201415"
"White ","* ","* ","0","0.0","1070211","201415"
"English Language Learners ","* ","* ","0","0.0","1070211","201415"
"Eligible for Free or Reduced-Price Meals ","0 ","* ","0","*","1070211","201415"
"Students with Disabilities ","* ","* ","0","0.0","1070211","201415"
"School ","6 ","4.3 ","0","0.0","1070211","201415"
"District ","","3.1 ",NA,"1.0","1070211","201415"
"Male * ","* ",NA,"0","0.0","1070211","201516"
"Black or African American 0 ","* ",NA,"0","*","1070211","201516"
"Hispanic or Latino 0 ","* ",NA,"0","*","1070211","201516"
"White * ","* ",NA,"0","0.0","1070211","201516"
"English Language Learners * ","* ",NA,"0","*","1070211","201516"
"Eligible for Free or Reduced-Price Meals 0 ","* ",NA,"0","*","1070211","201516"
"Students with Disabilities 0 ","* ",NA,"0","*","1070211","201516"
"School * ","* ",NA,"0","0.0","1070211","201516"
"District ","3.2 ",NA,NA,"0.8","1070211","201516"
"Number of students in 2014-15 qualified as truant under state statute:  0","",NA,NA,"","1070211","201516"
"Female ","9 ","4.7 ","0 ","0.0","1070311","201314"
"Male ","9 ","4.8 ","* ","*","1070311","201314"
"Black or African American ","0 ","* ","0 ","*","1070311","201314"
"Hispanic or Latino ","* ","* ","* ","*","1070311","201314"
"White ","14 ","4.6 ","* ","*","1070311","201314"
"English Language Learners ","* ","* ","0 ","*","1070311","201314"
"Eligible for Free or Reduced-Price Meals ","* ","* ","* ","*","1070311","201314"
"Students with Disabilities ","7 ","14.0 ","* ","*","1070311","201314"
"School ","18 ","4.7 ","* ","*","1070311","201314"
"District ","","4.9 ","","1.3","1070311","201314"
"Female ","* ","* ","0 ","0.0","1070311","201415"
"Male ","* ","* ","* ","*","1070311","201415"
"Black or African American ","0 ","* ","0 ","*","1070311","201415"
"Hispanic or Latino ","* ","* ","* ","*","1070311","201415"
"White ","8 ","2.7 ","0 ","0.0","1070311","201415"
"English Language Learners ","* ","* ","0 ","0.0","1070311","201415"
"Eligible for Free or Reduced-Price Meals ","* ","* ","* ","*","1070311","201415"
"Students with Disabilities ","* ","* ","* ","*","1070311","201415"
"School ","10 ","2.7 ","* ","*","1070311","201415"
"District ","","3.1 ","","1.0","1070311","201415"
"Male 7 ","3.5 ",NA,"0 ","0.0","1070311","201516"
"Black or African American 0 ","* ",NA,"0 ","*","1070311","201516"
"Hispanic or Latino 0 ","* ",NA,"0 ","*","1070311","201516"
"White 9 ","3.1 ",NA,"* ","*","1070311","201516"
"English Language Learners * ","* ",NA,"0 ","0.0","1070311","201516"
"Eligible for Free or Reduced-Price Meals * ","* ",NA,"0 ","0.0","1070311","201516"
"Students with Disabilities * ","* ",NA,"* ","*","1070311","201516"
"School 14 ","3.8 ",NA,"* ","*","1070311","201516"
"District ","3.2 ",NA,"","0.8","1070311","201516"
"Number of students in 2014-15 qualified as truant under state statute:  0","",NA,"","","1070311","201516"
"Female ","* ","* ","* ","*","1070411","201314"
"Male ","* ","* ","* ","*","1070411","201314"
"Black or African American ","0 ","* ","* ","*","1070411","201314"
"Hispanic or Latino ","0 ","* ","* ","*","1070411","201314"
"White ","* ","* ","* ","*","1070411","201314"
"English Language Learners ","0 ","* ","0 ","*","1070411","201314"
"Eligible for Free or Reduced-Price Meals ","0 ","* ","0 ","0.0","1070411","201314"
"Students with Disabilities ","* ","* ","* ","*","1070411","201314"
"School ","12 ","3.8 ","7 ","2.2","1070411","201314"
"District ","","4.9 ","","1.3","1070411","201314"
"Female ","* ","* ","* ","*","1070411","201415"
"Male ","* ","* ","* ","*","1070411","201415"
"Black or African American ","0 ","* ","0 ","*","1070411","201415"
"Hispanic or Latino ","0 ","* ","0 ","*","1070411","201415"
"White ","* ","* ","* ","*","1070411","201415"
"English Language Learners ","0 ","* ","0 ","*","1070411","201415"
"Eligible for Free or Reduced-Price Meals ","* ","* ","0 ","*","1070411","201415"
"Students with Disabilities ","* ","* ","* ","*","1070411","201415"
"School ","9 ","3.1 ","9 ","3.0","1070411","201415"
"District ","","3.1 ","","1.0","1070411","201415"
"Male * ","* ",NA,"* ","*","1070411","201516"
"Black or African American 0 ","* ",NA,"0 ","*","1070411","201516"
"Hispanic or Latino 0 ","* ",NA,"0 ","*","1070411","201516"
"White * ","* ",NA,"* ","*","1070411","201516"
"English Language Learners 0 ","* ",NA,"* ","*","1070411","201516"
"Eligible for Free or Reduced-Price Meals 0 ","* ",NA,"0 ","*","1070411","201516"
"Students with Disabilities * ","* ",NA,"* ","*","1070411","201516"
"School 8 ","2.7 ",NA,"* ","*","1070411","201516"
"District ","3.2 ",NA,"","0.8","1070411","201516"
"Number of students in 2014-15 qualified as truant under state statute:  0","",NA,"","","1070411","201516"
"Female ","11 ","5.6 ","0 ","0.0","1070511","201314"
"Male ","9 ","5.1 ","* ","*","1070511","201314"
"Black or African American ","0 ","* ","0 ","*","1070511","201314"
"Hispanic or Latino ","* ","* ","0 ","*","1070511","201314"
"White ","15 ","5.0 ","* ","*","1070511","201314"
"English Language Learners ","* ","* ","0 ","*","1070511","201314"
"Eligible for Free or Reduced-Price Meals ","* ","* ","0 ","0.0","1070511","201314"
"Students with Disabilities ","0 ","0.0 ","0 ","0.0","1070511","201314"
"School ","20 ","5.3 ","* ","*","1070511","201314"
"District ","","4.9 ","","1.3","1070511","201314"
"Female ","* ","* ","0 ","0.0","1070511","201415"
"Male ","* ","* ","* ","*","1070511","201415"
"Black or African American ","* ","* ","* ","*","1070511","201415"
"Hispanic or Latino ","0 ","* ","0 ","*","1070511","201415"
"White ","* ","* ","* ","*","1070511","201415"
"English Language Learners ","* ","* ","0 ","*","1070511","201415"
"Eligible for Free or Reduced-Price Meals ","* ","* ","0 ","0.0","1070511","201415"
"Students with Disabilities ","* ","* ","0 ","*","1070511","201415"
"School ","9 ","2.6 ","* ","*","1070511","201415"
"District ","","3.1 ","","1.0","1070511","201415"
"Male * ","* ",NA,"6 ","3.3","1070511","201516"
"Black or African American * ","* ",NA,"0 ","*","1070511","201516"
"Hispanic or Latino 0 ","* ",NA,"* ","*","1070511","201516"
"White 6 ","2.0 ",NA,"* ","*","1070511","201516"
"English Language Learners 0 ","* ",NA,"0 ","*","1070511","201516"
"Eligible for Free or Reduced-Price Meals * ","* ",NA,"0 ","0.0","1070511","201516"
"Students with Disabilities * ","* ",NA,"* ","*","1070511","201516"
"School 10 ","2.7 ",NA,"6 ","1.6","1070511","201516"
"District ","3.2 ",NA,"","0.8","1070511","201516"
"Number of students in 2014-15 qualified as truant under state statute:  0","",NA,"","","1070511","201516"
"Female ","8 ","3.0 ","0","0.0","1080111","201314"
"Male ","7 ","3.0 ","0","0.0","1080111","201314"
"Black or African American ","0 ","* ","0","*","1080111","201314"
"Hispanic or Latino ","* ","* ","0","0.0","1080111","201314"
"White ","10 ","2.2 ","0","0.0","1080111","201314"
"English Language Learners ","0 ","* ","0","*","1080111","201314"
"Eligible for Free or Reduced-Price Meals ","* ","* ","0","0.0","1080111","201314"
"Students with Disabilities ","* ","* ","0","0.0","1080111","201314"
"School ","15 ","3.0 ","0","0.0","1080111","201314"
"District ","","8.1 ",NA,"2.0","1080111","201314"
"Female ","6 ","2.4 ","0","0.0","1080111","201415"
"Male ","6 ","2.6 ","0","0.0","1080111","201415"
"Black or African American ","0 ","* ","0","*","1080111","201415"
"Hispanic or Latino ","* ","* ","0","0.0","1080111","201415"
"White ","9 ","2.1 ","0","0.0","1080111","201415"
"English Language Learners ","* ","* ","0","*","1080111","201415"
"Eligible for Free or Reduced-Price Meals ","* ","* ","0","0.0","1080111","201415"
"Students with Disabilities ","0 ","0.0 ","0","0.0","1080111","201415"
"School ","12 ","2.5 ","0","0.0","1080111","201415"
"District ","","7.3 ",NA,"1.8","1080111","201415"
"Male * ","* ",NA,"0","0.0","1080111","201516"
"Black or African American 0 ","* ",NA,"0","*","1080111","201516"
"Hispanic or Latino * ","* ",NA,"0","0.0","1080111","201516"
"White 6 ","1.4 ",NA,"0","0.0","1080111","201516"
"English Language Learners 0 ","* ",NA,"0","*","1080111","201516"
"Eligible for Free or Reduced-Price Meals * ","* ",NA,"0","0.0","1080111","201516"
"Students with Disabilities * ","* ",NA,"0","0.0","1080111","201516"
"School 8 ","1.7 ",NA,"0","0.0","1080111","201516"
"District ","6.8 ",NA,NA,"1.8","1080111","201516"
"Number of students in 2014-15 qualified as truant under state statute:  0","",NA,NA,"","1080111","201516"
"Female ","6 ","3.1 ","0","0.0","1080311","201314"
"Male ","8 ","3.9 ","0","0.0","1080311","201314"
"Black or African American ","0 ","* ","0","*","1080311","201314"
"Hispanic or Latino ","* ","* ","0","0.0","1080311","201314"
"White ","9 ","2.6 ","0","0.0","1080311","201314"
"English Language Learners ","* ","* ","0","*","1080311","201314"
"Eligible for Free or Reduced-Price Meals ","* ","* ","0","0.0","1080311","201314"
"Students with Disabilities ","* ","* ","0","0.0","1080311","201314"
"School ","14 ","3.5 ","0","0.0","1080311","201314"
"District ","","8.1 ",NA,"2.0","1080311","201314"
"Female ","* ","* ","0","0.0","1080311","201415"
"Male ","* ","* ","0","0.0","1080311","201415"
"Black or African American ","0 ","* ","0","*","1080311","201415"
"Hispanic or Latino ","* ","* ","0","0.0","1080311","201415"
"White ","7 ","2.2 ","0","0.0","1080311","201415"
"English Language Learners ","0 ","* ","0","*","1080311","201415"
"Eligible for Free or Reduced-Price Meals ","* ","* ","0","0.0","1080311","201415"
"Students with Disabilities ","* ","* ","0","0.0","1080311","201415"
"School ","9 ","2.4 ","0","0.0","1080311","201415"
"District ","","7.3 ",NA,"1.8","1080311","201415"
"Male * ","* ",NA,"0","0.0","1080311","201516"
"Black or African American 0 ","* ",NA,"0","*","1080311","201516"
"Hispanic or Latino 0 ","0.0 ",NA,"0","0.0","1080311","201516"
"White * ","* ",NA,"0","0.0","1080311","201516"
"English Language Learners 0 ","0.0 ",NA,"0","0.0","1080311","201516"
"Eligible for Free or Reduced-Price Meals * ","* ",NA,"0","0.0","1080311","201516"
"Students with Disabilities 0 ","0.0 ",NA,"0","0.0","1080311","201516"
"School 8 ","2.1 ",NA,"0","0.0","1080311","201516"
"District ","6.8 ",NA,NA,"1.8","1080311","201516"
"Number of students in 2014-15 qualified as truant under state statute:  13","",NA,NA,"","1080311","201516"
"Female ","13 ","5.0 ","* ","*","1085111","201314"
"Male ","19 ","7.5 ","* ","*","1085111","201314"
"Black or African American ","0 ","* ","0 ","*","1085111","201314"
"Hispanic or Latino ","0 ","0.0 ","0 ","0.0","1085111","201314"
"White ","* ","* ","15 ","3.2","1085111","201314"
"English Language Learners ","0 ","* ","0 ","*","1085111","201314"
"Eligible for Free or Reduced-Price Meals ","* ","* ","* ","*","1085111","201314"
"Students with Disabilities ","12 ","19.4 ","* ","*","1085111","201314"
"School ","32 ","6.3 ","15 ","2.9","1085111","201314"
