"","category","count","rate","school_id","year"
"3437","Emotional Disturbance "," ","","0175111","201314"
"3438","Intellectual Disability "," ","","0175111","201314"
"3439","Learning Disability ","43 ","78.1","0175111","201314"
"3440","Other Health Impairment ","0 ","0.0","0175111","201314"
"3441","Other Disabilities "," ","","0175111","201314"
"3442","Speech/Language Impairment ","11 ","","0175111","201314"
"3443","School ","0 ","0.0","0175111","201314"
"3444","District ","","58.5","0175111","201314"
"3445","Autism "," ","","0175111","201415"
"3446","Emotional Disturbance "," ","","0175111","201415"
"3447","Intellectual Disability "," ","","0175111","201415"
"3448","Learning Disability ","65 ","84.4","0175111","201415"
"3449","Other Health Impairment ","23 ","76.6","0175111","201415"
"3450","Other Disabilities ","0 ","0.0","0175111","201415"
"3451","Speech/Language Impairment ","11 ","","0175111","201415"
"3452","School ","104 ","79.3","0175111","201415"
"3453","District ","","61.2","0175111","201415"
"3454","Autism "," ","","0175111","201415"
"3455","Emotional Disturbance "," ","","0175111","201415"
"3456","Intellectual Disability "," ","","0175111","201415"
"3457","Learning Disability ","65 ","84.4","0175111","201415"
"3458","Other Health Impairment ","23 ","76.6","0175111","201415"
"3459","Other Disabilities ","0 ","0.0","0175111","201415"
"3460","Speech/Language Impairment ","11 ","","0175111","201415"
"3461","School ","104 ","79.3","0175111","201415"
"3462","District ","","61.2","0175111","201415"
"3463","Autism "," ","","0175111","201516"
"3464","Emotional Disturbance "," ","","0175111","201516"
"3465","Intellectual Disability "," ","","0175111","201516"
"3466","Learning Disability ","59 ","76.6","0175111","201516"
"3467","Other Health Impairment ","18 ","81.8","0175111","201516"
"3468","Other Disabilities "," ","","0175111","201516"
"3469","Speech/Language Impairment ","11 ","","0175111","201516"
"3470","School ","97 ","78.9","0175111","201516"
"3471","District ","","56.2","0175111","201516"
"3472","Autism "," ","","0175111","201516"
"3473","Emotional Disturbance "," ","","0175111","201516"
"3474","Intellectual Disability "," ","","0175111","201516"
"3475","Learning Disability ","59 ","76.6","0175111","201516"
"3476","Other Health Impairment ","18 ","81.8","0175111","201516"
"3477","Other Disabilities "," ","","0175111","201516"
"3478","Speech/Language Impairment ","11 ","","0175111","201516"
"3479","School ","97 ","78.9","0175111","201516"
"3480","District ","","56.2","0175111","201516"
"3481","Autism "," ","","0175211","201314"
"3482","Emotional Disturbance "," ","","0175211","201314"
"3483","Intellectual Disability ","0 ","0.0","0175211","201314"
"3484","Learning Disability ","34 ","89.4","0175211","201314"
"3485","Other Health Impairment ","17 ","85.0","0175211","201314"
"3486","Other Disabilities ","0 ","0.0","0175211","201314"
"3487","Speech/Language Impairment "," ","","0175211","201314"
"3488","School ","56 ","72.7","0175211","201314"
"3489","District ","","58.5","0175211","201314"
"3490","Autism "," ","","0175211","201415"
"3491","Emotional Disturbance "," ","","0175211","201415"
"3492","Intellectual Disability "," ","","0175211","201415"
"3493","Learning Disability ","34 ","91.8","0175211","201415"
"3494","Other Health Impairment ","17 ","","0175211","201415"
"3495","Other Disabilities "," ","","0175211","201415"
"3496","Speech/Language Impairment "," ","","0175211","201415"
"3497","School ","56 ","84.8","0175211","201415"
"3498","District ","","61.2","0175211","201415"
"3499","Autism "," ","","0175211","201415"
"3500","Emotional Disturbance "," ","","0175211","201415"
"3501","Intellectual Disability "," ","","0175211","201415"
"3502","Learning Disability ","34 ","91.8","0175211","201415"
"3503","Other Health Impairment ","17 ","","0175211","201415"
"3504","Other Disabilities "," ","","0175211","201415"
"3505","Speech/Language Impairment "," ","","0175211","201415"
"3506","School ","56 ","84.8","0175211","201415"
"3507","District ","","61.2","0175211","201415"
"3508","Autism "," ","","0175211","201516"
"3509","Emotional Disturbance "," ","","0175211","201516"
"3510","Intellectual Disability "," ","","0175211","201516"
"3511","Learning Disability ","24 ","77.4","0175211","201516"
"3512","Other Health Impairment ","16 ","","0175211","201516"
"3513","Other Disabilities "," ","","0175211","201516"
"3514","Speech/Language Impairment "," ","","0175211","201516"
"3515","School ","48 ","75.0","0175211","201516"
"3516","District ","","56.2","0175211","201516"
"3517","Autism "," ","","0175211","201516"
"3518","Emotional Disturbance "," ","","0175211","201516"
"3519","Intellectual Disability "," ","","0175211","201516"
"3520","Learning Disability ","24 ","77.4","0175211","201516"
"3521","Other Health Impairment ","16 ","","0175211","201516"
"3522","Other Disabilities "," ","","0175211","201516"
"3523","Speech/Language Impairment "," ","","0175211","201516"
"3524","School ","48 ","75.0","0175211","201516"
"3525","District ","","56.2","0175211","201516"
"3526","Autism ","7 ","","0176111","201314"
"3527","Emotional Disturbance ","11 ","36.6","0176111","201314"
"3528","Intellectual Disability "," ","","0176111","201314"
"3529","Learning Disability ","28 ","37.8","0176111","201314"
"3530","Other Health Impairment ","22 ","36.6","0176111","201314"
"3531","Other Disabilities "," ","","0176111","201314"
"3532","Speech/Language Impairment "," ","","0176111","201314"
"3533","School ","72 ","37.5","0176111","201314"
"3534","District ","","58.5","0176111","201314"
"3535","Autism ","8 ","","0176111","201415"
"3536","Emotional Disturbance ","13 ","44.8","0176111","201415"
"3537","Intellectual Disability ","0 ","0.0","0176111","201415"
"3538","Learning Disability ","40 ","43.0","0176111","201415"
"3539","Other Health Impairment ","25 ","42.3","0176111","201415"
"3540","Other Disabilities "," ","","0176111","201415"
"3541","Speech/Language Impairment "," ","","0176111","201415"
"3542","School ","91 ","42.9","0176111","201415"
"3543","District ","","61.2","0176111","201415"
"3544","Autism "," ","","0176111","201516"
"3545","Emotional Disturbance ","7 ","","0176111","201516"
"3546","Intellectual Disability ","0 ","0.0","0176111","201516"
"3547","Learning Disability ","45 ","41.7","0176111","201516"
"3548","Other Health Impairment ","23 ","39.7","0176111","201516"
"3549","Other Disabilities "," ","","0176111","201516"
"3550","Speech/Language Impairment "," ","","0176111","201516"
"3551","School ","82 ","37.1","0176111","201516"
"3552","District ","","56.2","0176111","201516"
"3553","Autism ","6 ","","0176211","201314"
"3554","Emotional Disturbance ","6 ","25.0","0176211","201314"
"3555","Intellectual Disability "," ","","0176211","201314"
"3556","Learning Disability ","43 ","44.7","0176211","201314"
"3557","Other Health Impairment ","11 ","22.0","0176211","201314"
"3558","Other Disabilities "," ","","0176211","201314"
"3559","Speech/Language Impairment "," ","","0176211","201314"
"3560","School ","73 ","36.3","0176211","201314"
"3561","District ","","58.5","0176211","201314"
"3562","Autism "," ","","0176211","201415"
"3563","Emotional Disturbance ","8 ","28.5","0176211","201415"
"3564","Intellectual Disability "," ","","0176211","201415"
"3565","Learning Disability ","47 ","52.2","0176211","201415"
"3566","Other Health Impairment ","15 ","26.7","0176211","201415"
"3567","Other Disabilities ","0 ","0.0","0176211","201415"
"3568","Speech/Language Impairment "," ","","0176211","201415"
"3569","School ","77 ","38.8","0176211","201415"
"3570","District ","","61.2","0176211","201415"
"3571","Autism "," ","","0176211","201516"
"3572","Emotional Disturbance "," ","","0176211","201516"
"3573","Intellectual Disability ","0 ","0.0","0176211","201516"
"3574","Learning Disability ","35 ","33.3","0176211","201516"
"3575","Other Health Impairment ","19 ","35.8","0176211","201516"
"3576","Other Disabilities ","0 ","0.0","0176211","201516"
"3577","Speech/Language Impairment ","0 ","0.0","0176211","201516"
"3578","School ","66 ","30.6","0176211","201516"
"3579","District ","","56.2","0176211","201516"
"3580","Autism "," ","","0180311","201314"
"3581","Emotional Disturbance "," ","","0180311","201314"
"3582","Intellectual Disability "," ","","0180311","201314"
"3583","Learning Disability "," ","","0180311","201314"
"3584","Other Health Impairment "," ","","0180311","201314"
"3585","Other Disabilities "," ","","0180311","201314"
"3586","Speech/Language Impairment ","10 ","","0180311","201314"
"3587","School ","17 ","80.9","0180311","201314"
"3588","District ","","84.0","0180311","201314"
"3589","Autism ","0 ","0.0","0180311","201415"
"3590","Emotional Disturbance "," ","","0180311","201415"
"3591","Intellectual Disability "," ","","0180311","201415"
"3592","Learning Disability "," ","","0180311","201415"
"3593","Other Health Impairment "," ","","0180311","201415"
"3594","Other Disabilities ","0 ","0.0","0180311","201415"
"3595","Speech/Language Impairment ","10 ","","0180311","201415"
"3596","School ","10 ","","0180311","201415"
"3597","District ","","77.2","0180311","201415"
"3598","Autism ","0 ","0.0","0180311","201415"
"3599","Emotional Disturbance "," ","","0180311","201415"
"3600","Intellectual Disability "," ","","0180311","201415"
"3601","Learning Disability "," ","","0180311","201415"
"3602","Other Health Impairment "," ","","0180311","201415"
"3603","Other Disabilities ","0 ","0.0","0180311","201415"
"3604","Speech/Language Impairment ","10 ","","0180311","201415"
"3605","School ","10 ","","0180311","201415"
"3606","District ","","77.2","0180311","201415"
"3607","Autism ","0 ","0.0","0180311","201516"
"3608","Emotional Disturbance "," ","","0180311","201516"
"3609","Intellectual Disability "," ","","0180311","201516"
"3610","Learning Disability ","0 ","0.0","0180311","201516"
"3611","Other Health Impairment "," ","","0180311","201516"
"3612","Other Disabilities "," ","","0180311","201516"
"3613","Speech/Language Impairment "," ","","0180311","201516"
"3614","School ","6 ","","0180311","201516"
"3615","District ","","79.9","0180311","201516"
"3616","Autism ","0 ","0.0","0180311","201516"
"3617","Emotional Disturbance "," ","","0180311","201516"
"3618","Intellectual Disability "," ","","0180311","201516"
"3619","Learning Disability ","0 ","0.0","0180311","201516"
"3620","Other Health Impairment "," ","","0180311","201516"
"3621","Other Disabilities "," ","","0180311","201516"
"3622","Speech/Language Impairment "," ","","0180311","201516"
"3623","School ","6 ","","0180311","201516"
"3624","District ","","79.9","0180311","201516"
"3625","Autism "," ","","0180411","201314"
"3626","Emotional Disturbance "," ","","0180411","201314"
"3627","Intellectual Disability "," ","","0180411","201314"
"3628","Learning Disability ","27 ","96.4","0180411","201314"
"3629","Other Health Impairment ","17 ","","0180411","201314"
"3630","Other Disabilities "," ","","0180411","201314"
"3631","Speech/Language Impairment ","13 ","","0180411","201314"
"3632","School ","62 ","87.3","0180411","201314"
"3633","District ","","84.0","0180411","201314"
"3634","Autism "," ","","0180411","201415"
"3635","Emotional Disturbance "," ","","0180411","201415"
"3636","Intellectual Disability "," ","","0180411","201415"
"3637","Learning Disability ","16 ","","0180411","201415"
"3638","Other Health Impairment ","19 ","95.0","0180411","201415"
"3639","Other Disabilities "," ","","0180411","201415"
"3640","Speech/Language Impairment ","12 ","","0180411","201415"
"3641","School ","51 ","79.6","0180411","201415"
"3642","District ","","77.2","0180411","201415"
"3643","Autism "," ","","0180411","201415"
"3644","Emotional Disturbance "," ","","0180411","201415"
"3645","Intellectual Disability "," ","","0180411","201415"
"3646","Learning Disability ","16 ","","0180411","201415"
"3647","Other Health Impairment ","19 ","95.0","0180411","201415"
"3648","Other Disabilities "," ","","0180411","201415"
"3649","Speech/Language Impairment ","12 ","","0180411","201415"
"3650","School ","51 ","79.6","0180411","201415"
"3651","District ","","77.2","0180411","201415"
"3652","Autism "," ","","0180411","201516"
"3653","Emotional Disturbance "," ","","0180411","201516"
"3654","Intellectual Disability "," ","","0180411","201516"
"3655","Learning Disability ","18 ","90.0","0180411","201516"
"3656","Other Health Impairment ","23 ","95.8","0180411","201516"
"3657","Other Disabilities ","0 ","0.0","0180411","201516"
"3658","Speech/Language Impairment ","15 ","","0180411","201516"
"3659","School ","60 ","82.2","0180411","201516"
"3660","District ","","79.9","0180411","201516"
"3661","Autism "," ","","0180411","201516"
"3662","Emotional Disturbance "," ","","0180411","201516"
"3663","Intellectual Disability "," ","","0180411","201516"
"3664","Learning Disability ","18 ","90.0","0180411","201516"
"3665","Other Health Impairment ","23 ","95.8","0180411","201516"
"3666","Other Disabilities ","0 ","0.0","0180411","201516"
"3667","Speech/Language Impairment ","15 ","","0180411","201516"
"3668","School ","60 ","82.2","0180411","201516"
"3669","District ","","79.9","0180411","201516"
"3670","Autism ","9 ","","0185311","201314"
"3671","Emotional Disturbance "," ","","0185311","201314"
"3672","Intellectual Disability "," ","","0185311","201314"
"3673","Learning Disability ","41 ","89.1","0185311","201314"
"3674","Other Health Impairment ","30 ","93.7","0185311","201314"
"3675","Other Disabilities "," ","","0185311","201314"
