"category","ela.count","ela.spi","math.count","math.spi","sci.count","sci.spi","school_id","year"
"Asian ","16 ","* ","15 ","* ","* ","*","1180811","201415"
"Black or African American ","0 ","N/A ","0 ","N/A ","0 ","N/A","1180811","201415"
"Hispanic or Latino ","9 ","* ","9 ","* ","* ","*","1180811","201415"
"Native Hawaiian or Other Pacific Islander ","0 ","N/A ","0 ","N/A ","0 ","N/A","1180811","201415"
"Two or More Races ","6 ","* ","6 ","* ","* ","*","1180811","201415"
"White ","121 ","83.6 ","121 ","73.4 ","48 ","70.1","1180811","201415"
"English Language Learners ","* ","* ","* ","* ","0 ","*","1180811","201415"
"Non-English Language Learners ","* ","* ","* ","* ","56 ","69.2","1180811","201415"
"Eligible for Free or Reduced-Price Meals ","* ","* ","* ","* ","* ","*","1180811","201415"
"Not Eligible for Free or Reduced-Price Meals ","* ","* ","* ","* ","* ","*","1180811","201415"
"Students with Disabilities ","24 ","65.0 ","23 ","58.6 ","9 ","*","1180811","201415"
"Students without Disabilities ","128 ","86.5 ","128 ","76.2 ","47 ","72.3","1180811","201415"
"High Needs ","25 ","65.5 ","24 ","58.7 ","9 ","*","1180811","201415"
"Non-High Needs ","127 ","86.5 ","127 ","76.3 ","47 ","72.3","1180811","201415"
"School ","152 ","83.1 ","151 ","73.5 ","56 ","69.2","1180811","201415"
"Asian ","19 ","* ","19 ","* ","9 ","*","1180811","201516"
"Black or African American ","0 ","N/A ","0 ","N/A ","0 ","N/A","1180811","201516"
"Hispanic or Latino ","* ","* ","* ","* ","* ","*","1180811","201516"
"Native Hawaiian or Other Pacific Islander ","0 ","N/A ","0 ","N/A ","0 ","N/A","1180811","201516"
"Two or More Races ","* ","* ","* ","* ","* ","*","1180811","201516"
"White ","110 ","86.7 ","110 ","75.8 ","46 ","73.8","1180811","201516"
"English Language Learners ","* ","* ","* ","* ","0 ","N/A","1180811","201516"
"Non-English Language Learners ","* ","* ","* ","* ","62 ","73.4","1180811","201516"
"Eligible for Free or Reduced-Price Meals ","* ","* ","* ","* ","* ","*","1180811","201516"
"Not Eligible for Free or Reduced-Price Meals ","* ","* ","* ","* ","* ","*","1180811","201516"
"Students with Disabilities ","18 ","* ","18 ","* ","8 ","*","1180811","201516"
"Students without Disabilities ","124 ","89.8 ","124 ","80.1 ","54 ","77.2","1180811","201516"
"High Needs ","20 ","62.4 ","20 ","58.2 ","9 ","*","1180811","201516"
"Non-High Needs ","122 ","90.0 ","122 ","79.9 ","53 ","76.7","1180811","201516"
"School ","142 ","86.1 ","142 ","76.8 ","62 ","73.4","1180811","201516"
"American Indian or Alaska Native ","0 ","N/A ","0 ","N/A ","0 ","N/A","1185111","201415"
"Asian ","47 ","92.1 ","47 ","89.6 ","13 ","*","1185111","201415"
"Black or African American ","* ","* ","* ","* ","* ","*","1185111","201415"
"Hispanic or Latino ","42 ","73.6 ","42 ","65.7 ","15 ","*","1185111","201415"
"Native Hawaiian or Other Pacific Islander ","0 ","N/A ","0 ","N/A ","0 ","N/A","1185111","201415"
"Two or More Races ","* ","* ","* ","* ","* ","*","1185111","201415"
"White ","645 ","83.0 ","644 ","73.1 ","225 ","67.3","1185111","201415"
"English Language Learners ","7 ","* ","7 ","* ","* ","*","1185111","201415"
"Non-English Language Learners ","742 ","83.2 ","741 ","73.8 ","* ","*","1185111","201415"
"Eligible for Free or Reduced-Price Meals ","14 ","* ","14 ","* ","6 ","*","1185111","201415"
"Not Eligible for Free or Reduced-Price Meals ","735 ","83.2 ","734 ","74.0 ","252 ","67.5","1185111","201415"
"Students with Disabilities ","78 ","58.3 ","78 ","50.7 ","25 ","48.2","1185111","201415"
"Students without Disabilities ","671 ","85.8 ","670 ","76.4 ","233 ","69.2","1185111","201415"
"High Needs ","90 ","61.0 ","90 ","52.9 ","28 ","50.4","1185111","201415"
"Non-High Needs ","659 ","86.0 ","658 ","76.5 ","230 ","69.2","1185111","201415"
"School ","749 ","83.0 ","748 ","73.7 ","258 ","67.2","1185111","201415"
"Asian ","47 ","92.6 ","47 ","91.4 ","15 ","*","1185111","201516"
"Black or African American ","* ","* ","* ","* ","* ","*","1185111","201516"
"Hispanic or Latino ","42 ","75.1 ","42 ","65.3 ","15 ","*","1185111","201516"
"Native Hawaiian or Other Pacific Islander ","* ","* ","* ","* ","0 ","N/A","1185111","201516"
"Two or More Races ","15 ","* ","15 ","* ","* ","*","1185111","201516"
"White ","634 ","80.6 ","629 ","73.4 ","198 ","67.0","1185111","201516"
"English Language Learners ","8 ","* ","8 ","* ","0 ","N/A","1185111","201516"
"Non-English Language Learners ","734 ","81.3 ","729 ","74.6 ","236 ","67.3","1185111","201516"
"Eligible for Free or Reduced-Price Meals ","19 ","* ","19 ","* ","* ","*","1185111","201516"
"Not Eligible for Free or Reduced-Price Meals ","723 ","81.3 ","718 ","74.7 ","* ","*","1185111","201516"
"Students with Disabilities ","77 ","59.1 ","77 ","49.0 ","19 ","*","1185111","201516"
"Students without Disabilities ","665 ","83.7 ","660 ","77.3 ","217 ","68.8","1185111","201516"
"High Needs ","97 ","63.4 ","97 ","53.1 ","21 ","51.5","1185111","201516"
"Non-High Needs ","645 ","83.8 ","640 ","77.6 ","215 ","68.9","1185111","201516"
"School ","742 ","81.1 ","737 ","74.3 ","236 ","67.3","1185111","201516"
"American Indian or Alaska Native ","0 ","N/A ","0 ","N/A ","0 ","N/A","1185211","201415"
"Asian ","27 ","86.1 ","27 ","82.4 ","* ","*","1185211","201415"
"Black or African American ","* ","* ","* ","* ","* ","*","1185211","201415"
"Hispanic or Latino ","33 ","69.9 ","33 ","65.1 ","9 ","*","1185211","201415"
"Native Hawaiian or Other Pacific Islander ","0 ","N/A ","0 ","N/A ","0 ","N/A","1185211","201415"
"Two or More Races ","* ","* ","* ","* ","* ","*","1185211","201415"
"White ","407 ","77.9 ","407 ","70.8 ","133 ","64.3","1185211","201415"
"English Language Learners ","* ","* ","* ","* ","* ","*","1185211","201415"
"Non-English Language Learners ","* ","* ","* ","* ","* ","*","1185211","201415"
"Eligible for Free or Reduced-Price Meals ","13 ","* ","13 ","* ","* ","*","1185211","201415"
"Not Eligible for Free or Reduced-Price Meals ","463 ","78.0 ","463 ","71.3 ","* ","*","1185211","201415"
"Students with Disabilities ","66 ","56.8 ","66 ","49.3 ","27 ","49.6","1185211","201415"
"Students without Disabilities ","410 ","81.1 ","410 ","74.3 ","123 ","66.8","1185211","201415"
"High Needs ","76 ","60.0 ","76 ","52.0 ","29 ","50.8","1185211","201415"
"Non-High Needs ","400 ","81.1 ","400 ","74.4 ","121 ","66.8","1185211","201415"
"School ","476 ","77.7 ","476 ","70.9 ","150 ","63.7","1185211","201415"
"Asian ","35 ","83.4 ","35 ","84.0 ","16 ","*","1185211","201516"
"Black or African American ","* ","* ","* ","* ","* ","*","1185211","201516"
"Hispanic or Latino ","35 ","73.9 ","35 ","68.2 ","14 ","*","1185211","201516"
"Native Hawaiian or Other Pacific Islander ","0 ","N/A ","0 ","N/A ","0 ","N/A","1185211","201516"
"Two or More Races ","10 ","* ","10 ","* ","* ","*","1185211","201516"
"White ","384 ","78.5 ","383 ","72.7 ","137 ","70.3","1185211","201516"
"English Language Learners ","* ","* ","* ","* ","* ","*","1185211","201516"
"Non-English Language Learners ","* ","* ","* ","* ","* ","*","1185211","201516"
"Eligible for Free or Reduced-Price Meals ","15 ","* ","15 ","* ","6 ","*","1185211","201516"
"Not Eligible for Free or Reduced-Price Meals ","454 ","78.5 ","453 ","73.1 ","166 ","69.6","1185211","201516"
"Students with Disabilities ","60 ","56.7 ","60 ","49.7 ","20 ","49.7","1185211","201516"
"Students without Disabilities ","409 ","81.4 ","408 ","76.3 ","152 ","71.9","1185211","201516"
"High Needs ","74 ","59.9 ","74 ","53.4 ","26 ","52.8","1185211","201516"
"Non-High Needs ","395 ","81.7 ","394 ","76.5 ","146 ","72.3","1185211","201516"
"School ","469 ","78.3 ","468 ","72.9 ","172 ","69.3","1185211","201516"
"American Indian or Alaska Native ","0 ","N/A ","0 ","N/A ","0 ","N/A","1186111","201415"
"Asian ","10 ","* ","10 ","* ","20 ","78.9","1186111","201415"
"Black or African American ","* ","* ","* ","* ","* ","*","1186111","201415"
"Hispanic or Latino ","11 ","* ","10 ","* ","20 ","65.9","1186111","201415"
"Native Hawaiian or Other Pacific Islander ","* ","* ","0 ","* ","0 ","*","1186111","201415"
"Two or More Races ","* ","* ","* ","* ","* ","*","1186111","201415"
"White ","187 ","85.5 ","149 ","75.8 ","379 ","71.6","1186111","201415"
"English Language Learners ","0 ","* ","0 ","* ","* ","*","1186111","201415"
"Non-English Language Learners ","213 ","85.5 ","173 ","76.5 ","* ","*","1186111","201415"
"Eligible for Free or Reduced-Price Meals ","* ","* ","* ","* ","7 ","*","1186111","201415"
"Not Eligible for Free or Reduced-Price Meals ","* ","* ","* ","* ","419 ","71.9","1186111","201415"
"Students with Disabilities ","19 ","* ","12 ","* ","27 ","52.2","1186111","201415"
"Students without Disabilities ","194 ","87.4 ","161 ","78.3 ","399 ","73.2","1186111","201415"
"High Needs ","23 ","68.1 ","16 ","* ","33 ","55.5","1186111","201415"
"Non-High Needs ","190 ","87.6 ","157 ","78.5 ","393 ","73.3","1186111","201415"
"School ","213 ","85.5 ","173 ","76.5 ","426 ","71.9","1186111","201415"
"Asian ","17 ","* ","17 ","* ","21 ","78.8","1186111","201516"
"Black or African American ","* ","* ","* ","* ","* ","*","1186111","201516"
"Hispanic or Latino ","19 ","* ","19 ","* ","21 ","63.8","1186111","201516"
"Native Hawaiian or Other Pacific Islander ","0 ","N/A ","0 ","N/A ","0 ","N/A","1186111","201516"
"Two or More Races ","* ","* ","* ","* ","* ","*","1186111","201516"
"White ","365 ","75.1 ","365 ","74.1 ","350 ","73.5","1186111","201516"
"English Language Learners ","* ","* ","* ","* ","* ","*","1186111","201516"
"Non-English Language Learners ","* ","* ","* ","* ","* ","*","1186111","201516"
"Eligible for Free or Reduced-Price Meals ","6 ","* ","6 ","* ","9 ","*","1186111","201516"
"Not Eligible for Free or Reduced-Price Meals ","402 ","75.4 ","402 ","74.7 ","392 ","73.4","1186111","201516"
"Students with Disabilities ","23 ","54.8 ","23 ","50.2 ","34 ","53.6","1186111","201516"
"Students without Disabilities ","385 ","76.5 ","385 ","76.0 ","367 ","75.0","1186111","201516"
"High Needs ","31 ","59.0 ","31 ","54.8 ","45 ","56.5","1186111","201516"
"Non-High Needs ","377 ","76.6 ","377 ","76.2 ","356 ","75.3","1186111","201516"
"School ","408 ","75.3 ","408 ","74.6 ","401 ","73.2","1186111","201516"
"American Indian or Alaska Native ","0 ","N/A ","0 ","N/A ","0 ","N/A","1190411","201415"
"Asian ","17 ","* ","17 ","* ","* ","*","1190411","201415"
"Black or African American ","* ","* ","* ","* ","* ","*","1190411","201415"
"Hispanic or Latino ","22 ","71.4 ","22 ","59.8 ","6 ","*","1190411","201415"
"Native Hawaiian or Other Pacific Islander ","0 ","N/A ","0 ","N/A ","0 ","N/A","1190411","201415"
"Two or More Races ","* ","* ","* ","* ","* ","*","1190411","201415"
"White ","165 ","79.2 ","165 ","69.9 ","50 ","61.2","1190411","201415"
"English Language Learners ","15 ","* ","15 ","* ","0 ","*","1190411","201415"
"Non-English Language Learners ","200 ","78.7 ","200 ","68.8 ","62 ","60.7","1190411","201415"
"Eligible for Free or Reduced-Price Meals ","51 ","72.2 ","51 ","62.6 ","17 ","*","1190411","201415"
"Not Eligible for Free or Reduced-Price Meals ","164 ","79.8 ","164 ","70.4 ","45 ","63.5","1190411","201415"
"Students with Disabilities ","27 ","56.2 ","27 ","48.7 ","8 ","*","1190411","201415"
"Students without Disabilities ","188 ","81.1 ","188 ","71.4 ","54 ","62.0","1190411","201415"
"High Needs ","74 ","69.5 ","74 ","61.0 ","22 ","55.0","1190411","201415"
"Non-High Needs ","141 ","82.4 ","141 ","72.5 ","40 ","63.8","1190411","201415"
"School ","215 ","78.0 ","215 ","68.5 ","62 ","60.7","1190411","201415"
"Asian ","29 ","80.2 ","29 ","80.8 ","7 ","*","1190411","201516"
"Black or African American ","* ","* ","* ","* ","* ","*","1190411","201516"
"Hispanic or Latino ","19 ","* ","19 ","* ","6 ","*","1190411","201516"
"Native Hawaiian or Other Pacific Islander ","0 ","N/A ","0 ","N/A ","0 ","N/A","1190411","201516"
"Two or More Races ","* ","* ","* ","* ","0 ","N/A","1190411","201516"
"White ","167 ","77.3 ","167 ","73.0 ","58 ","68.8","1190411","201516"
"English Language Learners ","16 ","* ","16 ","* ","* ","*","1190411","201516"
"Non-English Language Learners ","205 ","77.4 ","204 ","73.9 ","* ","*","1190411","201516"
"Eligible for Free or Reduced-Price Meals ","47 ","66.0 ","47 ","62.6 ","15 ","*","1190411","201516"
"Not Eligible for Free or Reduced-Price Meals ","174 ","79.2 ","173 ","75.3 ","57 ","69.6","1190411","201516"
"Students with Disabilities ","36 ","56.2 ","36 ","54.2 ","11 ","*","1190411","201516"
"Students without Disabilities ","185 ","80.3 ","184 ","76.2 ","61 ","68.7","1190411","201516"
"High Needs ","76 ","63.8 ","76 ","61.1 ","22 ","63.5","1190411","201516"
"Non-High Needs ","145 ","82.9 ","144 ","78.7 ","50 ","70.2","1190411","201516"
"School ","221 ","76.4 ","220 ","72.6 ","72 ","68.1","1190411","201516"
"American Indian or Alaska Native ","* ","* ","* ","* ","0 ","*","1190511","201415"
"Asian ","100 ","82.9 ","100 ","79.4 ","28 ","60.2","1190511","201415"
"Black or African American ","8 ","* ","8 ","* ","* ","*","1190511","201415"
"Hispanic or Latino ","23 ","72.7 ","23 ","62.7 ","* ","*","1190511","201415"
"Native Hawaiian or Other Pacific Islander ","0 ","N/A ","0 ","N/A ","0 ","N/A","1190511","201415"
"Two or More Races ","* ","* ","* ","* ","* ","*","1190511","201415"
"White ","151 ","80.3 ","151 ","71.4 ","42 ","59.8","1190511","201415"
"English Language Learners ","22 ","71.1 ","22 ","65.7 ","6 ","*","1190511","201415"
"Non-English Language Learners ","266 ","81.6 ","266 ","74.5 ","72 ","61.9","1190511","201415"
"Eligible for Free or Reduced-Price Meals ","19 ","* ","19 ","* ","6 ","*","1190511","201415"
"Not Eligible for Free or Reduced-Price Meals ","269 ","81.7 ","269 ","75.1 ","72 ","60.5","1190511","201415"
"Students with Disabilities ","19 ","* ","19 ","* ","* ","*","1190511","201415"
"Students without Disabilities ","269 ","82.7 ","269 ","75.4 ","* ","*","1190511","201415"
"High Needs ","52 ","67.1 ","52 ","59.8 ","13 ","*","1190511","201415"
"Non-High Needs ","236 ","83.8 ","236 ","76.9 ","65 ","61.8","1190511","201415"
"School ","288 ","80.8 ","288 ","73.8 ","78 ","60.6","1190511","201415"
"Asian ","90 ","86.0 ","90 ","85.5 ","18 ","*","1190511","201516"
"Black or African American ","* ","* ","* ","* ","* ","*","1190511","201516"
"Hispanic or Latino ","18 ","* ","18 ","* ","9 ","*","1190511","201516"
"Native Hawaiian or Other Pacific Islander ","0 ","N/A ","0 ","N/A ","0 ","N/A","1190511","201516"
"Two or More Races ","6 ","* ","6 ","* ","* ","*","1190511","201516"
"White ","145 ","78.4 ","145 ","74.6 ","39 ","69.6","1190511","201516"
"English Language Learners ","17 ","* ","17 ","* ","* ","*","1190511","201516"
"Non-English Language Learners ","248 ","81.5 ","248 ","79.0 ","* ","*","1190511","201516"
"Eligible for Free or Reduced-Price Meals ","13 ","* ","13 ","* ","* ","*","1190511","201516"
"Not Eligible for Free or Reduced-Price Meals ","252 ","81.6 ","252 ","79.1 ","* ","*","1190511","201516"
"Students with Disabilities ","26 ","56.4 ","26 ","55.7 ","9 ","*","1190511","201516"
"Students without Disabilities ","239 ","83.8 ","239 ","80.7 ","62 ","71.9","1190511","201516"
"High Needs ","49 ","66.5 ","49 ","63.3 ","15 ","*","1190511","201516"
"Non-High Needs ","216 ","84.4 ","216 ","81.7 ","56 ","72.0","1190511","201516"
"School ","265 ","81.1 ","265 ","78.3 ","71 ","69.4","1190511","201516"
"American Indian or Alaska Native ","* ","* ","* ","* ","0 ","*","1195111","201415"
"Asian ","93 ","84.4 ","93 ","78.8 ","33 ","69.1","1195111","201415"
"Black or African American ","14 ","* ","14 ","* ","* ","*","1195111","201415"
"Hispanic or Latino ","51 ","65.2 ","51 ","50.8 ","17 ","*","1195111","201415"
"Native Hawaiian or Other Pacific Islander ","0 ","N/A ","0 ","N/A ","0 ","N/A","1195111","201415"
"Two or More Races ","* ","* ","* ","* ","* ","*","1195111","201415"
"White ","444 ","75.6 ","444 ","64.4 ","175 ","65.2","1195111","201415"
"English Language Learners ","25 ","59.5 ","25 ","49.8 ","10 ","*","1195111","201415"
"Non-English Language Learners ","587 ","76.6 ","587 ","65.9 ","224 ","65.6","1195111","201415"
"Eligible for Free or Reduced-Price Meals ","91 ","63.7 ","91 ","51.2 ","34 ","54.1","1195111","201415"
"Not Eligible for Free or Reduced-Price Meals ","521 ","78.0 ","521 ","67.7 ","200 ","67.0","1195111","201415"
"Students with Disabilities ","74 ","50.3 ","74 ","41.5 ","28 ","48.2","1195111","201415"
"Students without Disabilities ","538 ","79.4 ","538 ","68.6 ","206 ","67.4","1195111","201415"
"High Needs ","148 ","60.6 ","148 ","49.9 ","57 ","53.1","1195111","201415"
"Non-High Needs ","464 ","80.8 ","464 ","70.2 ","177 ","69.0","1195111","201415"
"School ","612 ","75.9 ","612 ","65.3 ","234 ","65.1","1195111","201415"
"Asian ","103 ","80.7 ","103 ","81.5 ","45 ","70.4","1195111","201516"
"Black or African American ","19 ","* ","19 ","* ","* ","*","1195111","201516"
"Hispanic or Latino ","61 ","66.0 ","61 ","56.1 ","24 ","57.0","1195111","201516"
"Native Hawaiian or Other Pacific Islander ","0 ","N/A ","0 ","N/A ","0 ","N/A","1195111","201516"
"Two or More Races ","* ","* ","* ","* ","* ","*","1195111","201516"
"White ","412 ","71.8 ","412 ","63.7 ","147 ","65.0","1195111","201516"
"English Language Learners ","24 ","59.7 ","24 ","55.6 ","11 ","*","1195111","201516"
"Non-English Language Learners ","581 ","73.3 ","581 ","66.2 ","222 ","65.7","1195111","201516"
"Eligible for Free or Reduced-Price Meals ","103 ","61.7 ","103 ","52.0 ","45 ","56.5","1195111","201516"
"Not Eligible for Free or Reduced-Price Meals ","502 ","75.0 ","502 ","68.6 ","188 ","67.0","1195111","201516"
"Students with Disabilities ","68 ","49.1 ","68 ","41.9 ","32 ","42.8","1195111","201516"
"Students without Disabilities ","537 ","75.8 ","537 ","68.8 ","201 ","68.5","1195111","201516"
"High Needs ","153 ","60.2 ","153 ","52.3 ","69 ","53.5","1195111","201516"
"Non-High Needs ","452 ","77.0 ","452 ","70.4 ","164 ","69.8","1195111","201516"
"School ","605 ","72.8 ","605 ","65.8 ","233 ","65.0","1195111","201516"
"American Indian or Alaska Native ","0 ","* ","0 ","* ","0 ","*","1196111","201415"
"Asian ","6 ","* ","6 ","* ","10 ","*","1196111","201415"
"Black or African American ","* ","* ","* ","* ","* ","*","1196111","201415"
"Hispanic or Latino ","6 ","* ","6 ","* ","22 ","58.8","1196111","201415"
"Native Hawaiian or Other Pacific Islander ","0 ","N/A ","0 ","N/A ","0 ","N/A","1196111","201415"
"Two or More Races ","0 ","* ","0 ","* ","6 ","*","1196111","201415"
