School Name,Organization Type,Organization Code,Location 1,Zipcode,Phone,PreKindergarten,Kindergarten,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Student Open Date,Interdistrict Magnet
Abraham Pierson School,Public Schools,0270111,"75 East Main St.
Clinton, CT 06413-2036
(41.277458, -72.521297)",06413-2036,860-664-6502,0,0,0,0,0,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Smith School,Public Schools,1551711,"64 St. James St.
West Hartford, CT 06119-2325
(41.751416, -72.724832)",06119-2325,860-236-3317,1,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1995 0:00:00.000,0
Mansfield School District,Public School Districts,0780011,"4 South Eagleville Road
Storrs, CT 06268
(41.800603, -72.241911)",06268,860-429-3350,1,1,1,1,1,1,1,1,1,1,0,0,0,0,01Jul1996 0:00:00.000,0
John Paterson School,Public Schools,0940811,"120 Church St.
Newington, CT 06111-4801
(41.668479, -72.739078)",06111-4801,860-666-4657,1,1,1,1,1,1,0,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Norwalk Pathways Academy at Briggs,Public Schools,1036311,"350 Main Street
Norwalk, CT 06851-1510
(41.138836, -73.426186)",06851-1510,203-899-2820,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul1984 0:00:00.000,0
International School At Dundee,Public Schools,0571311,"55 Florence Rd.
Riverside, CT 06878
(41.052521, -73.575044)",06878,203-637-3800,0,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1999 0:00:00.000,0
Newington School District,Public School Districts,0940011,"131 Cedar Street
Newington, CT 06111
(41.69686, -72.728994)",06111,860-667-2000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,01Jul1996 0:00:00.000,0
S. B. Butler School,Public Schools,0590111,"155 Ocean View Ave.
Mystic, CT 06355-2239
(41.349432, -71.982414)",06355-2239,860-572-5825,1,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
DPS Early Childhood Center,Public Schools,0340111,"17 Cottage Street
Danbury, CT 06810
(41.392592, -73.442821)",06810,203-797-4832,1,1,0,0,0,0,0,0,0,0,0,0,0,0,27Aug2013 0:00:00.000,
Prudence Crandall School,Public Schools,0491511,"150 Brainard Rd.
Enfield, CT 06082-2649
(42.017842, -72.56973)",06082-2649,860-253-6464,0,0,0,0,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Danbury School District,Public School Districts,0340011,"63 Beaver Brook Road
Danbury, CT 06810
(41.407517, -73.426461)",06810,203-797-4701,1,1,1,1,1,1,1,1,1,1,1,1,1,1,01Jul1996 0:00:00.000,0
Redding School District,Public School Districts,1170011,"654 Morehouse Road
Monroe, CT 06612
(41.250684, -73.295676)",06612,203-261-2513,1,1,1,1,1,1,1,1,1,1,0,0,0,0,01Jul1996 0:00:00.000,0
Middle School of Plainville,Public Schools,1105211,"150 Northwest Dr.
Plainville, CT 06062-1532
(41.684866, -72.888503)",06062-1532,860-793-3250,0,0,0,0,0,0,0,1,1,1,0,0,0,0,01Jul1992 0:00:00.000,0
Jockey Hollow School,Public Schools,0855211,"365 Fan Hill Rd.
Monroe, CT 06468
(41.346321, -73.230565)",06468,203-452-2905,0,0,0,0,0,0,0,1,1,1,0,0,0,0,01Jul1998 0:00:00.000,0
Anna Reynolds School,Public Schools,0940611,"85 Reservoir Rd.
Newington, CT 06111-1025
(41.716006, -72.746058)",06111-1025,860-521-7830,1,1,1,1,1,1,0,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Dr. Franklin H. Mayberry School,Public Schools,0430611,"101 Great Hill Rd.
East Hartford, CT 06108-2833
(41.776131, -72.595744)",06108-2833,860-622-5720,0,1,1,1,1,1,1,1,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Marvin Elementary School,Public Schools,1032211,"15 Calf Pasture Beach Road
Norwalk, CT 06855-2710
(41.093262, -73.396134)",06855-2710,203-899-2890,0,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Seth G. Haley School,Public Schools,1560411,"148 South St.
West Haven, CT 06516-7149
(41.242121, -72.977452)",06516-7149,203-931-6810,1,1,1,1,1,1,0,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Rogers Park Middle School,Public Schools,0345211,"21 Memorial Dr.
Danbury, CT 06810-8005
(41.380645, -73.437508)",06810-8005,203-797-4881,0,0,0,0,0,0,0,1,1,1,0,0,0,0,01Jul1984 0:00:00.000,0
Frank J. DiLoreto School,Public Schools,0891111,"732 Slater Rd.
New Britain, CT 06053-2239
(41.686848, -72.807228)",06053-2239,860-223-2885,1,1,1,1,1,1,1,1,1,1,0,0,0,0,01Jul1984 0:00:00.000,0
King/Robinson Magnet School,Public Schools,0933011,"150 Fournier St.
New Haven, CT 06511
(41.332886, -72.939138)",06511,475-220-2700,1,1,1,1,1,1,1,1,1,1,0,0,0,0,01Jul2004 0:00:00.000,1
Springdale School,Public Schools,1351111,"1127 Hope St.
Stamford, CT 06907
(41.096825, -73.519945)",06907,203-977-4575,0,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Bucks Hill School,Public Schools,1510511,"330 Bucks Hill Rd.
Waterbury, CT 06704-1222
(41.600333, -73.0304)",06704-1222,203-574-8182,1,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Kelly Lane Primary School,Public Schools,0560411,"60 Kelly Ln.
Granby, CT 06035-2920
(41.966965, -72.81042)",06035-2920,860-844-3041,1,1,1,1,0,0,0,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Lyman Memorial High School,Public Schools,0716211,"917 Exeter Rd.
Lebanon, CT 06249-1742
(41.625761, -72.240631)",06249-1742,860-642-7567,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul1992 0:00:00.000,0
Newtown High School,Public Schools,0976111,"12 Berkshire Rd.
Sandy Hook, CT 06482-1398
(41.410871, -73.269416)",06482-1398,203-426-7646,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul1984 0:00:00.000,0
John S. Martinez School,Public Schools,0930811,"100 James St.
New Haven, CT 06513
(41.305165, -72.902703)",06513,475-220-2000,1,1,1,1,1,1,1,1,1,1,0,0,0,0,01Jul2004 0:00:00.000,0
Gilead Hill School,Public Schools,0670211,"580 Gilead St.
Hebron, CT 06248-1314
(41.674805, -72.408774)",06248-1314,860-228-9458,1,1,1,1,0,0,0,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Francis T. Maloney High School,Public Schools,0806111,"121 Gravel St.
Meriden, CT 06450-4611
(41.532535, -72.773964)",06450-4611,203-238-2334,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul1984 0:00:00.000,0
Holland Hill School,Public Schools,0510411,"105 Meadowcroft Road
Fairfield, CT 06824
(41.171793, -73.243797)",06824,203-255-8314,0,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
F. J. Kingsbury School,Public Schools,1511411,"220 Columbia Blvd.
Waterbury, CT 06710-1401
(41.57187, -73.045818)",06710-1401,203-574-8172,0,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Coventry High School,Public Schools,0326111,"78 Ripley Hill Road
Coventry, CT 06238-1653
(41.782222, -72.31434)",06238-1653,860-742-7346,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul1984 0:00:00.000,0
Gallup Hill School,Public Schools,0720411,"169 Gallup Hill Rd.
Ledyard, CT 06339-1830
(41.426833, -71.976279)",06339-1830,860-536-9477,1,1,1,1,1,1,1,1,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Lincoln School,Public Schools,0890811,"145 Steele St.
New Britain, CT 06052-1555
(41.659007, -72.804131)",06052-1555,860-229-2564,1,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Bolton Center School,Public Schools,0120111,"108 Notch Rd.
Bolton, CT 06043-7498
(41.775394, -72.442618)",06043-7498,860-643-2411,1,1,1,1,1,1,1,1,1,1,0,0,0,0,01Jul1984 0:00:00.000,0
Ralph M. T. Johnson School,Public Schools,0090511,"500 Whittlesey Dr.
Bethel, CT 06801-1518
(41.382771, -73.396586)",06801-1518,203-794-8700,0,0,0,0,0,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Madison School District,Public School Districts,0760011,"10 Campus Drive, Drawer 71
Madison, CT 06443
(41.295506, -72.574679)",06443,203-245-6300,1,1,1,1,1,1,1,1,1,1,1,1,1,1,01Jul1996 0:00:00.000,0
Pawcatuck Middle School,Public Schools,1375111,"40 Field St.
Pawcatuck, CT 06359-2159
(41.370914, -71.843511)",06359-2159,860-599-5696,0,0,0,0,0,0,1,1,1,1,0,0,0,0,01Jul1984 0:00:00.000,0
Benjamin Franklin School,Public Schools,0800111,"426 West Main St.
Meriden, CT 06450-3802
(41.540017, -72.817789)",06450-3802,203-235-7997,0,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Green Acres Elementary School,Public Schools,1010711,"146 Upper State St.
North Haven, CT 06473-1280
(41.406565, -72.864795)",06473-1280,203-239-5387,1,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Winthrop STEM Elementary Magnet School,Public Schools,0950811,"74 Grove Street
New London, CT 06320
(41.367715, -72.099686)",06320,860-447-6070,0,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,1
High School In The Community,Public Schools,0936611,"175 Water St.
New Haven, CT 06511
(41.301389, -72.922688)",06511,203-946-7022,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul1995 0:00:00.000,1
David Wooster Middle School,Public Schools,1385211,"150 Lincoln St.
Stratford, CT 06615-4000
(41.210908, -73.140632)",06615-4000,203-385-4275,0,0,0,0,0,0,0,0,1,1,0,0,0,0,01Jul1984 0:00:00.000,0
Coventry Grammar School,Public Schools,0320211,"3453 Main Street
Coventry, CT 06238-1568
(41.796001, -72.367313)",06238-1568,860-742-7313,0,1,1,1,0,0,0,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
North Haven School District,Public School Districts,1010011,"5 Linsley Street
North Haven, CT 06473
(41.387119, -72.862175)",06473,203-239-2581,1,1,1,1,1,1,1,1,1,1,1,1,1,1,01Jul1996 0:00:00.000,0
Bethany Community School,Public Schools,0080111,"44 Peck Road
Bethany, CT 06524-3322
(41.421884, -72.998851)",06524-3322,203-393-3350,1,1,1,1,1,1,1,1,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Capt. Nathan Hale School,Public Schools,0325111,"1776 Main Street
Coventry, CT 06238-1656
(41.780439, -72.312968)",06238-1656,860-742-7334,0,0,0,0,0,0,0,1,1,1,0,0,0,0,01Jul1984 0:00:00.000,0
Thompson Middle School,Public Schools,1415111,"785 Riverside Dr.
North Grosvenordale, CT 06255-0835
(41.976913, -71.900699)",06255-0835,860-923-9380,0,0,0,0,0,0,1,1,1,1,0,0,0,0,01Jul1984 0:00:00.000,0
Samuel Huntington School,Public Schools,1040811,"80 West Town St.
Norwich, CT 06360-2209
(41.550721, -72.101381)",06360-2209,860-823-4204,0,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
SAND School,Public Schools,0640111,"1750 Main Street
Hartford, CT 06120
(41.778567, -72.676209)",06120,860-695-5040,0,1,1,1,1,1,1,1,1,1,0,0,0,0,01Jul1984 0:00:00.000,0
"M. L. King, Jr. School",Public Schools,0641611,"25 Ridgefield Street
Hartford, CT 06112-1835
(41.785598, -72.696006)",06112-1835,860-695-3980,1,1,1,1,1,1,1,1,1,1,0,0,0,0,01Jul1984 0:00:00.000,0
Philip R. Smith School,Public Schools,1320111,"949 Avery St.
South Windsor, CT 06074-2306
(41.840452, -72.511764)",06074-2306,860-648-5025,0,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Bradley School,Public Schools,0370611,"155 David Humphreys Rd.
Derby, CT 06418-2299
(41.319209, -73.063582)",06418-2299,203-736-5040,0,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Kent School District,Public School Districts,0680011,"246 WARREN No 1 TURNPIKE
Falls Village, CT 06031
(41.936234, -73.361111)",06031,860-927-3537,1,1,1,1,1,1,1,1,1,1,0,0,0,0,01Jul1996 0:00:00.000,0
Kathleen E. Goodwin School,Public Schools,1060211,"80 Old Boston Post Rd.
Old Saybrook, CT 06475-2214
(41.287705, -72.381725)",06475-2214,860-395-3165,1,1,1,1,1,0,0,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Robertson School,Public Schools,0771011,"65 North School St.
Manchester, CT 06042-2012
(41.797101, -72.525517)",06042-2012,860-647-3372,0,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Hayestown Avenue School,Public Schools,0340211,"42 Tamarack Ave.
Danbury, CT 06811
(41.416185, -73.450926)",06811,203-797-4771,1,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
East Granby Middle School,Public Schools,0405111,"95 South Main St.
East Granby, CT 06026-9550
(41.933346, -72.731077)",06026-9550,860-653-7113,0,0,0,0,0,0,0,1,1,1,0,0,0,0,01Jul1984 0:00:00.000,0
Peck Place School,Public Schools,1070511,"500 Peck Ln.
Orange, CT 06477-2948
(41.265979, -73.02913)",06477-2948,203-891-8034,0,0,1,1,1,1,1,1,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Nathan Hale School,Public Schools,0931411,"480 Townsend Ave.
New Haven, CT 06512-3964
(41.269756, -72.896859)",06512-3964,203-946-8669,1,1,1,1,1,1,1,1,1,1,0,0,0,0,01Jul1984 0:00:00.000,0
Cross Street Intermediate School,Public Schools,0880211,"120 Cross St.
Naugatuck, CT 06770-4729
(41.472106, -73.044408)",06770-4729,203-720-5227,0,0,0,0,0,0,1,1,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Calvin Leete School,Public Schools,0600411,"280 South Union St.
Guilford, CT 06437-2825
(41.282155, -72.668814)",06437-2825,203-453-2726,0,1,1,1,1,1,0,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Batchelder School,Public Schools,0640411,"757 New Britain Avenue
Hartford, CT 06106-3913
(41.733029, -72.707841)",06106-3913,860-695-2720,1,1,1,1,1,1,1,1,1,1,0,0,0,0,01Jul1984 0:00:00.000,0
North Haven Middle School,Public Schools,1015211,"55 Bailey Rd.
North Haven, CT 06473-2652
(41.377037, -72.860188)",06473-2652,203-239-1683,0,0,0,0,0,0,0,1,1,1,0,0,0,0,01Jul1984 0:00:00.000,0
Stepney Elementary School,Public Schools,0850311,"180 Old Newtown Rd.
Monroe, CT 06468
(41.321734, -73.255159)",06468,203-452-2885,0,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Washington School,Public Schools,0771411,"94 Cedar St.
Manchester, CT 06040-5890
(41.767033, -72.533259)",06040-5890,860-647-3332,0,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Parkway School,Public Schools,0571111,"141 Lower Cross Rd.
Greenwich, CT 06831-3033
(41.11044, -73.653537)",06831-3033,203-869-7466,1,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1992 0:00:00.000,0
New Canaan School District,Public School Districts,0900011,"39 Locust Avenue
New Canaan, CT 06840
(41.149094, -73.491738)",06840,203-594-4018,1,1,1,1,1,1,1,1,1,1,1,1,1,1,01Jul1996 0:00:00.000,0
Nathan Hale-Ray Middle School,Public Schools,0415111,"73 Clark Gates Rd.
Moodus, CT 06469-0363
(41.513392, -72.440638)",06469-0363,860-873-5081,0,0,0,0,0,1,1,1,1,1,0,0,0,0,01Aug2008 0:00:00.000,0
Hart School,Public Schools,1352211,"61 Adams Ave.
Stamford, CT 06902-3018
(41.057699, -73.547819)",06902-3018,203-977-5082,0,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1992 0:00:00.000,0
Canton Middle School,Public Schools,0235111,"76 Simonds Avenue
Canton, CT 06019-1207
(41.823647, -72.91683)",06019-1207,860-693-7712,0,0,0,0,0,0,0,0,1,1,0,0,0,0,01Jul2004 0:00:00.000,0
Sedgwick Middle School,Public Schools,1555211,"128 Sedgwick Rd.
West Hartford, CT 06107-3002
(41.750913, -72.754815)",06107-3002,860-570-6500,0,0,0,0,0,0,0,1,1,1,0,0,0,0,01Jul1984 0:00:00.000,0
Wendell L. Cross School,Public Schools,1510811,"1255 Hamilton Ave.
Waterbury, CT 06706-2306
(41.532542, -73.013072)",06706-2306,203-574-8171,1,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Park Avenue School,Public Schools,0340811,"82 Park Ave.
Danbury, CT 06810-7630
(41.385266, -73.463234)",06810-7630,203-797-4763,0,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Columbus School,Public Schools,0150511,"300 University Avenue
Bridgeport, CT 06604-3320
(41.165672, -73.190301)",06604-3320,203-275-2100,1,1,1,1,1,1,1,1,1,1,0,0,0,0,01Jul1984 0:00:00.000,0
Spencer School,Public Schools,0830111,"207 Westfield St.
Middletown, CT 06457-2042
(41.563709, -72.676595)",06457-2042,860-344-0711,0,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1990 0:00:00.000,0
New Fairfield Middle School,Public Schools,0915211,"56 Gillotti Rd.
New Fairfield, CT 06812-2525
(41.45861, -73.503522)",06812-2525,203-312-5885,0,0,0,0,0,0,0,1,1,1,0,0,0,0,01Jul1989 0:00:00.000,0
Brooklyn School District,Public School Districts,0190011,"119 Gorman Road
Brooklyn, CT 06234
(41.785108, -71.934786)",06234,860-774-9153,1,1,1,1,1,1,1,1,1,1,0,0,0,0,01Jul1996 0:00:00.000,0
Mathewson School,Public Schools,0841711,"466 West River St.
Milford, CT 06460-1919
(41.239783, -73.061763)",06460-1919,203-783-3527,0,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Bethel Middle School,Public Schools,0095111,"600 Whittlesey Dr.
Bethel, CT 06801-1531
(41.385549, -73.398676)",06801-1531,203-794-8663,0,0,0,0,0,0,0,1,1,1,0,0,0,0,01Jul1984 0:00:00.000,0
Montessori Magnet at Moylan School,Public Schools,0640511,"101 Catherine Street
Hartford, CT 06106
(41.746325, -72.69866)",06106,860-695-2600,1,1,1,1,1,1,1,1,0,0,0,0,0,0,01Jul2013 0:00:00.000,1
John Read Middle School,Public Schools,1175111,"486 Redding Road
Redding, CT 06896
(41.305233, -73.4031)",06896,203-938-2533,0,0,0,0,0,0,1,1,1,1,0,0,0,0,01Jul1984 0:00:00.000,0
Fairfield Warde High School,Public Schools,0516211,"755 Melville Ave.
Fairfield, CT 06825
(41.187073, -73.232427)",06825,203-255-8449,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul1984 0:00:00.000,0
Scotts Ridge Middle School,Public Schools,1185211,"750 North Salem Rd.
Ridgefield, CT 06877
(41.325574, -73.531657)",06877,203-894-3400,0,0,0,0,0,0,0,1,1,1,0,0,0,0,01Jul2002 0:00:00.000,0
Catherine Kolnaski Magnet School,Public Schools,0592011,"500 Poquonnock Rd.
Groton, CT 06340
(41.341756, -72.059375)",06340,860-449-5608,1,1,1,1,1,1,1,0,0,0,0,0,0,0,07Jan2008 0:00:00.000,0
Kinsella Magnet School of Performing Arts,Public Schools,0641111,"65 Van Block Avenue
Hartford, CT 06114
(41.755051, -72.664936)",06114,860-695-4140,1,1,1,1,1,1,1,1,1,1,1,1,1,1,01Jul1984 0:00:00.000,1
Hebron Elementary School,Public Schools,0670111,"92 Church St.
Hebron, CT 06248-1427
(41.652841, -72.361987)",06248-1427,860-228-9465,0,0,0,0,1,1,1,1,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Francis Walsh Intermediate School,Public Schools,0145111,"185 Damascus Rd.
Branford, CT 06405-6107
(41.285768, -72.779791)",06405-6107,203-488-8317,0,0,0,0,0,0,1,1,1,1,0,0,0,0,01Jul1984 0:00:00.000,0
Ridgebury Elementary School,Public Schools,1180311,"112 Bennett's Farm Rd.
Ridgefield, CT 06877-1511
(41.338665, -73.510685)",06877-1511,203-438-6555,1,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Putnam Elementary School,Public Schools,1160311,"33 Wicker St.
Putnam, CT 06260-1444
(41.922076, -71.919267)",06260-1444,860-963-6925,1,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
New Hartford School District,Public School Districts,0920011,"530 Main Street, Box 315
New Hartford, CT 06057
(41.878957, -72.979904)",06057,860-379-8546,1,1,1,1,1,1,1,1,0,0,0,0,0,0,01Jul1996 0:00:00.000,0
Cheshire School District,Public School Districts,0250011,"29 Main Street
Cheshire, CT 06410
(41.501107, -72.901562)",06410,203-250-2400,1,1,1,1,1,1,1,1,1,1,1,1,1,1,01Jul1996 0:00:00.000,0
Guilford Lakes School,Public Schools,0600211,"40 Maupas Rd.
Guilford, CT 06437-1615
(41.32862, -72.687858)",06437-1615,203-453-5201,1,1,1,1,1,1,0,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Hop Brook Elementary School,Public Schools,0880511,"75 Crown Street
Naugatuck, CT 06770
(41.501374, -73.054778)",06770,203-720-5231,0,1,1,1,1,1,0,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Truman School,Public Schools,0932911,"114 Truman St.
New Haven, CT 06519-2022
(41.292964, -72.941412)",06519-2022,475-220-2100,1,1,1,1,1,1,1,1,1,1,0,0,0,0,01Jul1984 0:00:00.000,0
Mary R. Tisko School,Public Schools,0141511,"118 Damascus Rd.
Branford, CT 06405-3904
(41.283543, -72.787567)",06405-3904,203-483-1826,1,1,1,1,1,1,0,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Squadron Line School,Public Schools,1280711,"44 Squadron Line Rd.
Simsbury, CT 06070-1636
(41.901616, -72.806577)",06070-1636,860-658-2251,1,1,1,1,1,1,1,1,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Irving School,Public Schools,0370411,"9 Garden Place
Derby, CT 06418-1416
(41.328053, -73.088128)",06418-1416,203-736-5043,0,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Mohegan School,Public Schools,0860111,"49 Golden Rd.
Uncasville, CT 06382-1714
(41.476961, -72.094921)",06382-1714,860-848-9261,0,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Norwalk Early Childhood Center,Public Schools,1030111,"11 Allen Road
Norwalk, CT 06851
(41.136959, -73.402468)",06851,203-945-0320,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31Aug2016 0:00:00.000,
Manchester School District,Public School Districts,0770011,"45 North School Street
Manchester, CT 06042-2010
(41.796562, -72.525398)",06042-2010,860-647-3441,1,1,1,1,1,1,1,1,1,1,1,1,1,1,01Jul1996 0:00:00.000,0
Colchester School District,Public School Districts,0280011,"127 Norwich Avenue, Suite 202
Colchester, CT 06415
(41.574606, -72.327971)",06415,860-537-7267,1,1,1,1,1,1,1,1,1,1,1,1,1,1,01Jul1996 0:00:00.000,0
Torringford School,Public Schools,1430911,"800 Charles St.
Torrington, CT 06790
(41.819853, -73.093786)",06790,860-489-2300,1,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Stratford School District,Public School Districts,1380011,"1000 East Broadway
Stratford, CT 06615
(41.192825, -73.129663)",06615,203-385-4210,1,1,1,1,1,1,1,1,1,1,1,1,1,1,01Jul1996 0:00:00.000,0
Black Rock School,Public Schools,1400111,"57 Branch Rd.
Thomaston, CT 06787-1916
(41.657927, -73.093664)",06787-1916,860-283-3040,1,1,1,1,1,0,0,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Rotella Interdistrict Magnet School,Public Schools,1513311,"380 Pierpont Rd.
Waterbury, CT 06705
(41.549084, -72.971897)",06705,203-574-8168,1,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1999 0:00:00.000,1
Marlborough School District,Public School Districts,0790011,"25 School Drive
Marlborough, CT 06447
(41.627429, -72.460293)",06447,860-295-6236,1,1,1,1,1,1,1,1,0,0,0,0,0,0,01Jul1996 0:00:00.000,0
Bunnell High School,Public Schools,1386211,"1 Bulldog Blvd.
Stratford, CT 06614-2333
(41.225924, -73.136201)",06614-2333,203-385-4250,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul1984 0:00:00.000,0
Harry B. Flood Middle School,Public Schools,1385311,"490 Chapel St.
Stratford, CT 06614-1690
(41.237569, -73.119823)",06614-1690,203-385-4280,0,0,0,0,0,0,0,0,1,1,0,0,0,0,01Jul1984 0:00:00.000,0
Bristow Middle School,Public Schools,1555311,"34 Highland St.
West Hartford, CT 06102
(41.769174, -72.717979)",06102,860-231-2100,0,0,0,0,0,0,0,1,1,1,0,0,0,0,01Jul2005 0:00:00.000,0
North Stratfield School,Public Schools,0511611,"190 Putting Green Rd.
Fairfield, CT 06825
(41.205439, -73.249111)",06825,203-255-8322,0,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Sound School,Public Schools,0936711,"60 South Water St.
New Haven, CT 06519
(41.282078, -72.928708)",06519,203-946-6937,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul1995 0:00:00.000,0
Botelle Elementary School,Public Schools,0980111,"128 Greenwoods Rd. East
Norfolk, CT 06058-1353
(41.98848, -73.189124)",06058-1353,860-542-5286,1,1,1,1,1,1,1,1,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Vernon Center Middle School,Public Schools,1465111,"777 Hartford Tpke.
Vernon, CT 06066-5126
(41.841173, -72.462032)",06066-5126,860-870-6070,0,0,0,0,0,0,0,1,1,1,0,0,0,0,01Jul1984 0:00:00.000,0
West Middle School,Public Schools,0642111,"927 Asylum Avenue
Hartford, CT 06105-2429
(41.77079, -72.695583)",06105-2429,860-695-5480,1,1,1,1,1,1,1,1,1,1,0,0,0,0,01Jul1984 0:00:00.000,0
Momauguin School,Public Schools,0440711,"99 Cosey Beach Rd.
East Haven, CT 06512-1449
(41.248866, -72.872638)",06512-1449,203-468-3321,0,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Ann Antolini School,Public Schools,0920311,"30 Antolini Road
New Hartford, CT 06057-3326
(41.827588, -73.015081)",06057-3326,860-489-4169,0,0,0,0,1,1,1,1,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Plymouth Alternative High School,Public Schools,1117111,"77 Main Street
Terryville, CT 06786
(41.679093, -73.000917)",06786,860-314-8005,0,0,0,0,0,0,0,0,0,0,1,1,1,1,28Aug2013 0:00:00.000,
