"school_code","district_code","type","district","school","street","city","state","zip","phone","fax","website","education_program","program_type","inter_district_magnet","pre_kindergarten","kindergarten","grade_1","grade_2","grade_3","grade_4","grade_5","grade_6","grade_7","grade_8","grade_9","grade_10","grade_11","grade_12"
"0647211","0640011","Public Schools","Hartford School District","HPHS Engineering and Green Technology Academy","55 Forest Street","Hartford","CT","06105","860-695-1315","","","","","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"0647411","0640011","Public Schools","Hartford School District","HPHS Law and Government Academy","55 Forest Street","Hartford","CT","06105","860-695-1300","","","","","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"0647511","0640011","Public Schools","Hartford School District","HPHS Nursing and Health Sciences Academy","55 Forest Street","Hartford","CT","06105","860-695-1325","860-722-8764","","","","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"0640117","0640011","Adult Education Providers","Hartford School District","Hartford Adult Education","110 Washington Street","Hartford","CT","06106","860-695-5840","860-722-8606","www.hartfordctadulted.org","","","","","","","","","","","","","","","","",""
"0645411","0640011","Public Schools","Hartford School District","Hartford Magnet Trinity College Academy","53 Vernon Street","Hartford","CT","06103","860-757-6201","860-947-9935","","","","Yes","0","0","0","0","0","0","0","1","1","1","1","1","1","1"
"0641311","0640011","Public Schools","Hartford School District","Hartford PreKindergarten Magnet School","121 Cornwall Street","Hartford","CT","06112","860-695-5820","","","","","Yes","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0640011","0640011","Public School Districts","Hartford School District","Hartford School District","249 High Street","Hartford","CT","06103","860-695-8000","","www.hartfordschools.org/","","","","","","","","","","","","","","","","",""
"0640417","0640011","Adult Education Providers","Hartford School District","Hartford/YMCA","241 Trumbull Street","Hartford","CT","06111","860-522-9622","860-724-9858","","","","","","","","","","","","","","","","","",""
"0647611","0640011","Public Schools","Hartford School District","High School, Inc.","875 Asylum Avenue","Hartford","CT","06105-1960","860-695-7101","","","","","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"0648411","0640011","Program","Hartford School District","High Step Transition","55 Forest Street","Hartford","CT","06105","860-695-1489","","","","Public School-Based Transition Program","","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0647711","0640011","Public Schools","Hartford School District","Journalism and Media Academy Magnet School","150 Tower Street","Hartford","CT","06120","860-695-1818","860-722-6432","","","","Yes","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"0641011","0640011","Public Schools","Hartford School District","Kennelly School","180 White Street","Hartford","CT","06114-2242","860-695-3860","","","","","","1","1","1","1","1","1","1","1","1","1","0","0","0","0"
"0641111","0640011","Public Schools","Hartford School District","Kinsella Magnet School of Performing Arts","65 Van Block Avenue","Hartford","CT","06114","860-695-4140","860-522-0004","","","","Yes","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"0649511","0640011","Program","Hartford School District","LC - Breakthrough II School","395 Lyme Street","Hartford","CT","06120","860-695-6050","","hartfordschools.org","","Special Education","","1","1","1","1","1","1","1","1","1","1","0","0","0","0"
"0649611","0640011","Program","Hartford School District","LC - Burns School","195 Putnam Street","Hartford","CT","06106-1328","860-695-2890","","hartfordschools.org","","Special Education","","1","1","1","1","1","1","1","1","1","1","0","0","0","0"
"0649811","0640011","Program","Hartford School District","LC - Moylan School","101 Catherine Street","Hartford","CT","06106","860-695-4500","","hartfordschools.org","","Special Education","","1","1","1","1","1","1","1","0","0","0","0","0","0","0"
"0640217","0640011","Adult Education Providers","Hartford School District","Literacy Volunteers of Greater Hartford (LHGH)","30 Arbour Street","Hartford","CT","06111","860-233-3853","860-236-1640","www.lvgh.org","","","","","","","","","","","","","","","","",""
"0640811","0640011","Public Schools","Hartford School District","M. D. Fox School","470 Maple Avenue","Hartford","CT","06114-1215","860-695-3600","","","","","","1","1","1","1","1","1","1","1","1","1","0","0","0","0"
"0641611","0640011","Public Schools","Hartford School District","M. L. King, Jr. School","25 Ridgefield Street","Hartford","CT","06112-1835","860-695-3980","","","","","","1","1","1","1","1","1","1","1","1","1","0","0","0","0"
"0644811","0640011","Program","Hartford School District","MDP - Batchelder School","757 New Britain Avenue","Hartford","CT","06106","860-695-2721","","","","Special Education","","1","1","1","1","1","1","1","1","1","1","0","0","0","0"
"0645011","0640011","Program","Hartford School District","MDP - Bulkeley High School","300 Wethersfield Avenue","Hartford","CT","06114","860-695-1001","","","","Special Education","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"0644911","0640011","Program","Hartford School District","MDP - HPHS Law and Government Academy","55 Forest Street","Hartford","CT","06105","860-695-1489","","","","Special Education","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"0648511","0640011","Program","Hartford School District","MDP - Moylan School","101 CATHERINE STREET","Hartford","CT","06106","860-695-4501","","","","Special Education","","1","1","1","1","1","1","1","0","0","0","0","0","0","0"
"0641211","0640011","Public Schools","Hartford School District","McDonough Middle School","111 Hillside Avenue","Hartford","CT","06106-3545","860-695-4260","","","","","","0","0","0","0","0","0","0","1","1","1","0","0","0","0"
"0641911","0640011","Public Schools","Hartford School District","Milner School","104 Vine Street","Hartford","CT","06112-2271","860-695-4380","860-278-4694","","","","","1","1","1","1","1","1","1","1","1","1","0","0","0","0"
"0643711","0640011","Public Schools","Hartford School District","Montessori Magnet at Fisher School","280 Plainfield Street","Hartford","CT","06112-1028","860-695-3560","","","","","Yes","1","1","1","1","1","1","1","1","1","1","0","0","0","0"
"0640511","0640011","Public Schools","Hartford School District","Montessori Magnet at Moylan School","101 Catherine Street","Hartford","CT","06106","860-695-2600","","","","","Yes","1","1","1","1","1","1","1","1","0","0","0","0","0","0"
"0641411","0640011","Public Schools","Hartford School District","Naylor/CCSU Leadership Academy","639 Franklin Avenue","Hartford","CT","06114-3030","860-695-4620","","","","","","1","1","1","1","1","1","1","1","1","1","0","0","0","0"
"0641511","0640011","Public Schools","Hartford School District","Parkville Community School","47 New Park Avenue","Hartford","CT","06106-2160","860-695-4721","","","","","","1","1","1","1","1","1","1","0","0","0","0","0","0","0"
"0646611","0640011","Public Schools","Hartford School District","Pathways Academy of Technology and Design","2 Pent Road","East Hartford","CT","06118","860-695-9450","860-722-6439","","","","Yes","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"0641711","0640011","Public Schools","Hartford School District","Rawson School","260 Holcomb Street","Hartford","CT","06112-1436","860-695-4840","","","","","","1","1","1","1","1","1","1","1","1","1","0","0","0","0"
"0644011","0640011","Public Schools","Hartford School District","Renzulli Gifted and Talented Academy","260 Holcomb Street","Hartford","CT","06112","860-695-5160","","","","","","0","0","0","0","0","1","1","1","1","1","0","0","0","0"
"0640111","0640011","Public Schools","Hartford School District","SAND School","1750 Main Street","Hartford","CT","06120","860-695-5040","","","","","","0","1","1","1","1","1","1","1","1","1","0","0","0","0"
"0642511","0640011","Public Schools","Hartford School District","STEM Magnet at Fisher School","280 Plainfield Street","Hartford","CT","06112","860-695-3500","","","","","Yes","0","1","1","1","1","1","1","1","1","1","0","0","0","0"
"0643011","0640011","Public Schools","Hartford School District","Sanchez School","176 Babcock Street","Hartford","CT","06106-1357","860-695-4940","","","","","","1","1","1","1","1","1","1","0","0","0","0","0","0","0"
"0642611","0640011","Public Schools","Hartford School District","Simpson-Waverly School","55 Waverly Street","Hartford","CT","06112","860-695-5160","","","","","","1","1","1","1","1","1","1","1","1","1","0","0","0","0"
"0646511","0640011","Public Schools","Hartford School District","Sports and Medical Sciences Academy","280 Huyshope Avenue","Hartford","CT","06106","860-695-6900","","","","","Yes","0","0","0","0","0","0","0","1","1","1","1","1","1","1"
"0646711","0640011","Public Schools","Hartford School District","University High School of Science and Engineering","351 Mark Twain Drive","Hartford","CT","06112","860-695-9020","","","","","Yes","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"0640317","0640011","Adult Education Providers","Hartford School District","Urban League of Greater Hartford","140 Woodland Street","Hartford","CT","06111","860-527-0147","860-727-0936","www.ulgh.org","","","","","","","","","","","","","","","","",""
"0642011","0640011","Public Schools","Hartford School District","Webster Micro Society Magnet School","5 Cone Street","Hartford","CT","06105","860-695-5380","","","","","Yes","1","1","1","1","1","1","1","1","1","1","0","0","0","0"
"0642111","0640011","Public Schools","Hartford School District","West Middle School","927 Asylum Avenue","Hartford","CT","06105-2429","860-695-5480","","www.hartfordschools.org","","","","1","1","1","1","1","1","1","1","1","1","0","0","0","0"
"0642211","0640011","Public Schools","Hartford School District","Wish Museum School","350 Barbour Street","Hartford","CT","06120-1002","860-695-5600","860-722-8326","","","","","1","1","1","1","1","1","1","1","1","1","0","0","0","0"
"0650111","0650011","Public Schools","Hartland School District","Hartland School","30 South Rd.","East Hartland","CT","06027-9710","860-653-7207","","hartlandschool.com","","","","1","1","1","1","1","1","1","1","1","1","0","0","0","0"
"0650011","0650011","Public School Districts","Hartland School District","Hartland School District","30 South Road","East Hartland","CT","06027","860-653-7207","860-844-8528","hartlandschool.com","","","","","","","","","","","","","","","","",""
"0670211","0670011","Public Schools","Hebron School District","Gilead Hill School","580 Gilead St.","Hebron","CT","06248-1314","860-228-9458","","www.ghs.hebron.k12.ct.us/","","","","1","1","1","1","0","0","0","0","0","0","0","0","0","0"
"0670111","0670011","Public Schools","Hebron School District","Hebron Elementary School","92 Church St.","Hebron","CT","06248-1427","860-228-9465","","www.hes.hebron.k12.ct.us/","","","","0","0","0","0","1","1","1","1","0","0","0","0","0","0"
"0670011","0670011","Public School Districts","Hebron School District","Hebron School District","580 Gilead Street","Hebron","CT","06248","860-228-2577","","www.hebron.k12.ct.us","","","","","","","","","","","","","","","","",""
"2860113","2860013","Public Charter Schools","Highville Charter School District","Highville Charter School","1 Science Park","New Haven","CT","06511","203-287-0528","203-497-9899","www.highvillecharter.com","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"2860013","2860013","Public Charter School Districts","Highville Charter School District","Highville Charter School District","One Science Park","New Haven","CT","06511","203-287-0528","","highvillecharter.com/","","","","","","","","","","","","","","","","",""
"5780038","5780038","Colleges and Universities","Housatonic Community College","Housatonic Community College","900 Lafayette Blvd.","Bridgeport","CT","06604","203-332-5200","","","","","","","","","","","","","","","","","","",""
"2640113","2640013","Public Charter Schools","Integrated Day Charter School District","Integrated Day Charter School","68 Thermos Ave.","Norwich","CT","06360","860-892-1900","","","","","","1","1","1","1","1","1","1","1","1","1","0","0","0","0"
"2640013","2640013","Public Charter School Districts","Integrated Day Charter School District","Integrated Day Charter School District","68 Thermos Ave.","Norwich","CT","06360","860-892-1900","","","","","","","","","","","","","","","","","","",""
"2655113","2650013","Public Charter Schools","Interdistrict School for Arts and Comm District","Interdistrict School For Arts And Communication","190 Governor Winthrop Blvd.","New London","CT","06320","860-447-1003","","","","","","0","0","0","0","0","0","0","1","1","1","0","0","0","0"
"2650013","2650013","Public Charter School Districts","Interdistrict School for Arts and Comm District","Interdistrict School for Arts and Comm District","190 Governor Winthrop Blvd.","New London","CT","06320","860-447-1003","","","","","","","","","","","","","","","","","","",""
"3481115","3480015","State Agency Facilities","Judicial Centers","BRAVE","123 Washington St","Hartford","CT","06106","203-848-1238","","www.cpa-ct.org","","","","0","0","0","0","0","0","0","0","0","1","1","1","1","1"
